pair_id,sentence,type,pronoun,preferred,noun,verb
0,Michael owned a dog ||| . The dog  ||| had a long tail.,negation,0,1,dog,own
9895,Susan didn't sell a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,sell
9896,Bob sold a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,sell
9896,Bob didn't sell a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,sell
9897,Bob sold a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,sell
9897,Bob didn't sell a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,sell
9898,John sold a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,sell
9898,John didn't sell a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,sell
9899,John sold a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,sell
9899,John didn't sell a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,sell
9900,Mary painted a cabinet ||| . The cabinet  ||| was valuable.,negation,0,1,cabinet,paint
9900,Mary didn't paint a cabinet ||| . The cabinet  ||| was valuable.,negation,0,0,cabinet,paint
9901,Mary painted a cabinet ||| . It  ||| was valuable.,negation,1,1,cabinet,paint
9901,Mary didn't paint a cabinet ||| . It  ||| was valuable.,negation,1,0,cabinet,paint
9902,Susan painted a cabinet ||| . The cabinet  ||| was an antique.,negation,0,1,cabinet,paint
9902,Susan didn't paint a cabinet ||| . The cabinet  ||| was an antique.,negation,0,0,cabinet,paint
9903,Susan painted a cabinet ||| . It  ||| was an antique.,negation,1,1,cabinet,paint
9903,Susan didn't paint a cabinet ||| . It  ||| was an antique.,negation,1,0,cabinet,paint
9904,Richard painted a cabinet ||| . The cabinet  ||| was made to order.,negation,0,1,cabinet,paint
9904,Richard didn't paint a cabinet ||| . The cabinet  ||| was made to order.,negation,0,0,cabinet,paint
9905,Richard painted a cabinet ||| . It  ||| was made to order.,negation,1,1,cabinet,paint
9905,Richard didn't paint a cabinet ||| . It  ||| was made to order.,negation,1,0,cabinet,paint
9906,Jessica painted a cabinet ||| . The cabinet  ||| was stable.,negation,0,1,cabinet,paint
9906,Jessica didn't paint a cabinet ||| . The cabinet  ||| was stable.,negation,0,0,cabinet,paint
9907,Jessica painted a cabinet ||| . It  ||| was stable.,negation,1,1,cabinet,paint
9907,Jessica didn't paint a cabinet ||| . It  ||| was stable.,negation,1,0,cabinet,paint
9908,John painted a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,1,cabinet,paint
9908,John didn't paint a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,0,cabinet,paint
9909,John painted a cabinet ||| . It  ||| was attached to the floor.,negation,1,1,cabinet,paint
9909,John didn't paint a cabinet ||| . It  ||| was attached to the floor.,negation,1,0,cabinet,paint
9910,Nancy painted a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,1,cabinet,paint
9910,Nancy didn't paint a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,0,cabinet,paint
9911,Nancy painted a cabinet ||| . It  ||| fit into the room.,negation,1,1,cabinet,paint
9911,Nancy didn't paint a cabinet ||| . It  ||| fit into the room.,negation,1,0,cabinet,paint
9912,Chris painted a cabinet ||| . The cabinet  ||| stood out.,negation,0,1,cabinet,paint
9912,Chris didn't paint a cabinet ||| . The cabinet  ||| stood out.,negation,0,0,cabinet,paint
9913,Chris painted a cabinet ||| . It  ||| stood out.,negation,1,1,cabinet,paint
9913,Chris didn't paint a cabinet ||| . It  ||| stood out.,negation,1,0,cabinet,paint
9914,Bob painted a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,1,cabinet,paint
9914,Bob didn't paint a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,0,cabinet,paint
9915,Bob painted a cabinet ||| . It  ||| made the apartment homely.,negation,1,1,cabinet,paint
9915,Bob didn't paint a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,paint
9916,Joseph painted a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,paint
9916,Joseph didn't paint a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,paint
9917,Joseph painted a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,paint
9917,Joseph didn't paint a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,paint
9918,David painted a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,paint
9918,David didn't paint a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,paint
9919,David painted a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,paint
9919,David didn't paint a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,paint
9920,Jessica sanded a cabinet ||| . The cabinet  ||| was valuable.,negation,0,1,cabinet,sand
9920,Jessica didn't sand a cabinet ||| . The cabinet  ||| was valuable.,negation,0,0,cabinet,sand
9921,Jessica sanded a cabinet ||| . It  ||| was valuable.,negation,1,1,cabinet,sand
9921,Jessica didn't sand a cabinet ||| . It  ||| was valuable.,negation,1,0,cabinet,sand
9922,Joseph sanded a cabinet ||| . The cabinet  ||| was an antique.,negation,0,1,cabinet,sand
9922,Joseph didn't sand a cabinet ||| . The cabinet  ||| was an antique.,negation,0,0,cabinet,sand
9923,Joseph sanded a cabinet ||| . It  ||| was an antique.,negation,1,1,cabinet,sand
9923,Joseph didn't sand a cabinet ||| . It  ||| was an antique.,negation,1,0,cabinet,sand
9924,John sanded a cabinet ||| . The cabinet  ||| was made to order.,negation,0,1,cabinet,sand
9924,John didn't sand a cabinet ||| . The cabinet  ||| was made to order.,negation,0,0,cabinet,sand
9925,John sanded a cabinet ||| . It  ||| was made to order.,negation,1,1,cabinet,sand
9925,John didn't sand a cabinet ||| . It  ||| was made to order.,negation,1,0,cabinet,sand
9926,Bob sanded a cabinet ||| . The cabinet  ||| was stable.,negation,0,1,cabinet,sand
9926,Bob didn't sand a cabinet ||| . The cabinet  ||| was stable.,negation,0,0,cabinet,sand
9927,Bob sanded a cabinet ||| . It  ||| was stable.,negation,1,1,cabinet,sand
9927,Bob didn't sand a cabinet ||| . It  ||| was stable.,negation,1,0,cabinet,sand
9928,Chris sanded a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,1,cabinet,sand
9928,Chris didn't sand a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,0,cabinet,sand
9929,Chris sanded a cabinet ||| . It  ||| was attached to the floor.,negation,1,1,cabinet,sand
9929,Chris didn't sand a cabinet ||| . It  ||| was attached to the floor.,negation,1,0,cabinet,sand
9930,Bob sanded a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,1,cabinet,sand
9930,Bob didn't sand a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,0,cabinet,sand
9931,Bob sanded a cabinet ||| . It  ||| fit into the room.,negation,1,1,cabinet,sand
9931,Bob didn't sand a cabinet ||| . It  ||| fit into the room.,negation,1,0,cabinet,sand
9932,Chris sanded a cabinet ||| . The cabinet  ||| stood out.,negation,0,1,cabinet,sand
9932,Chris didn't sand a cabinet ||| . The cabinet  ||| stood out.,negation,0,0,cabinet,sand
9933,Chris sanded a cabinet ||| . It  ||| stood out.,negation,1,1,cabinet,sand
9933,Chris didn't sand a cabinet ||| . It  ||| stood out.,negation,1,0,cabinet,sand
9934,Chris sanded a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,1,cabinet,sand
9934,Chris didn't sand a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,0,cabinet,sand
9935,Chris sanded a cabinet ||| . It  ||| made the apartment homely.,negation,1,1,cabinet,sand
9935,Chris didn't sand a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,sand
9936,James sanded a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,sand
9936,James didn't sand a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,sand
9937,James sanded a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,sand
9937,James didn't sand a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,sand
9938,Susan sanded a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,sand
9938,Susan didn't sand a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,sand
9939,Susan sanded a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,sand
9939,Susan didn't sand a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,sand
9940,Michael stained a cabinet ||| . The cabinet  ||| was valuable.,negation,0,1,cabinet,stain
9940,Michael didn't stain a cabinet ||| . The cabinet  ||| was valuable.,negation,0,0,cabinet,stain
9941,Michael stained a cabinet ||| . It  ||| was valuable.,negation,1,1,cabinet,stain
9941,Michael didn't stain a cabinet ||| . It  ||| was valuable.,negation,1,0,cabinet,stain
9942,Elizabeth stained a cabinet ||| . The cabinet  ||| was an antique.,negation,0,1,cabinet,stain
9942,Elizabeth didn't stain a cabinet ||| . The cabinet  ||| was an antique.,negation,0,0,cabinet,stain
9943,Elizabeth stained a cabinet ||| . It  ||| was an antique.,negation,1,1,cabinet,stain
9943,Elizabeth didn't stain a cabinet ||| . It  ||| was an antique.,negation,1,0,cabinet,stain
9944,Bob stained a cabinet ||| . The cabinet  ||| was made to order.,negation,0,1,cabinet,stain
9944,Bob didn't stain a cabinet ||| . The cabinet  ||| was made to order.,negation,0,0,cabinet,stain
9945,Bob stained a cabinet ||| . It  ||| was made to order.,negation,1,1,cabinet,stain
9945,Bob didn't stain a cabinet ||| . It  ||| was made to order.,negation,1,0,cabinet,stain
9946,Jennifer stained a cabinet ||| . The cabinet  ||| was stable.,negation,0,1,cabinet,stain
9946,Jennifer didn't stain a cabinet ||| . The cabinet  ||| was stable.,negation,0,0,cabinet,stain
9947,Jennifer stained a cabinet ||| . It  ||| was stable.,negation,1,1,cabinet,stain
9947,Jennifer didn't stain a cabinet ||| . It  ||| was stable.,negation,1,0,cabinet,stain
9948,Bill stained a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,1,cabinet,stain
9948,Bill didn't stain a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,0,cabinet,stain
9949,Bill stained a cabinet ||| . It  ||| was attached to the floor.,negation,1,1,cabinet,stain
9949,Bill didn't stain a cabinet ||| . It  ||| was attached to the floor.,negation,1,0,cabinet,stain
9950,Karen stained a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,1,cabinet,stain
9950,Karen didn't stain a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,0,cabinet,stain
9951,Karen stained a cabinet ||| . It  ||| fit into the room.,negation,1,1,cabinet,stain
9951,Karen didn't stain a cabinet ||| . It  ||| fit into the room.,negation,1,0,cabinet,stain
9952,Elizabeth stained a cabinet ||| . The cabinet  ||| stood out.,negation,0,1,cabinet,stain
9952,Elizabeth didn't stain a cabinet ||| . The cabinet  ||| stood out.,negation,0,0,cabinet,stain
9953,Elizabeth stained a cabinet ||| . It  ||| stood out.,negation,1,1,cabinet,stain
9953,Elizabeth didn't stain a cabinet ||| . It  ||| stood out.,negation,1,0,cabinet,stain
9954,Joseph stained a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,1,cabinet,stain
9954,Joseph didn't stain a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,0,cabinet,stain
9955,Joseph stained a cabinet ||| . It  ||| made the apartment homely.,negation,1,1,cabinet,stain
9955,Joseph didn't stain a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,stain
9956,Joseph stained a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,stain
9956,Joseph didn't stain a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,stain
9957,Joseph stained a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,stain
9957,Joseph didn't stain a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,stain
9958,Susan stained a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,stain
9958,Susan didn't stain a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,stain
9959,Susan stained a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,stain
9959,Susan didn't stain a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,stain
9960,Nancy scratched a cabinet ||| . The cabinet  ||| was valuable.,negation,0,1,cabinet,scratch
9960,Nancy didn't scratch a cabinet ||| . The cabinet  ||| was valuable.,negation,0,0,cabinet,scratch
9961,Nancy scratched a cabinet ||| . It  ||| was valuable.,negation,1,1,cabinet,scratch
9961,Nancy didn't scratch a cabinet ||| . It  ||| was valuable.,negation,1,0,cabinet,scratch
9962,Jennifer scratched a cabinet ||| . The cabinet  ||| was an antique.,negation,0,1,cabinet,scratch
9962,Jennifer didn't scratch a cabinet ||| . The cabinet  ||| was an antique.,negation,0,0,cabinet,scratch
9963,Jennifer scratched a cabinet ||| . It  ||| was an antique.,negation,1,1,cabinet,scratch
9963,Jennifer didn't scratch a cabinet ||| . It  ||| was an antique.,negation,1,0,cabinet,scratch
9964,Thomas scratched a cabinet ||| . The cabinet  ||| was made to order.,negation,0,1,cabinet,scratch
9964,Thomas didn't scratch a cabinet ||| . The cabinet  ||| was made to order.,negation,0,0,cabinet,scratch
9965,Thomas scratched a cabinet ||| . It  ||| was made to order.,negation,1,1,cabinet,scratch
9965,Thomas didn't scratch a cabinet ||| . It  ||| was made to order.,negation,1,0,cabinet,scratch
9966,James scratched a cabinet ||| . The cabinet  ||| was stable.,negation,0,1,cabinet,scratch
9966,James didn't scratch a cabinet ||| . The cabinet  ||| was stable.,negation,0,0,cabinet,scratch
9967,James scratched a cabinet ||| . It  ||| was stable.,negation,1,1,cabinet,scratch
9967,James didn't scratch a cabinet ||| . It  ||| was stable.,negation,1,0,cabinet,scratch
9968,Barbara scratched a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,1,cabinet,scratch
9968,Barbara didn't scratch a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,0,cabinet,scratch
9969,Barbara scratched a cabinet ||| . It  ||| was attached to the floor.,negation,1,1,cabinet,scratch
9969,Barbara didn't scratch a cabinet ||| . It  ||| was attached to the floor.,negation,1,0,cabinet,scratch
9970,James scratched a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,1,cabinet,scratch
9970,James didn't scratch a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,0,cabinet,scratch
9971,James scratched a cabinet ||| . It  ||| fit into the room.,negation,1,1,cabinet,scratch
9971,James didn't scratch a cabinet ||| . It  ||| fit into the room.,negation,1,0,cabinet,scratch
9972,John scratched a cabinet ||| . The cabinet  ||| stood out.,negation,0,1,cabinet,scratch
9972,John didn't scratch a cabinet ||| . The cabinet  ||| stood out.,negation,0,0,cabinet,scratch
9973,John scratched a cabinet ||| . It  ||| stood out.,negation,1,1,cabinet,scratch
9973,John didn't scratch a cabinet ||| . It  ||| stood out.,negation,1,0,cabinet,scratch
9974,James scratched a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,1,cabinet,scratch
9974,James didn't scratch a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,0,cabinet,scratch
9975,James scratched a cabinet ||| . It  ||| made the apartment homely.,negation,1,1,cabinet,scratch
9975,James didn't scratch a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,scratch
9976,Richard scratched a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,scratch
9976,Richard didn't scratch a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,scratch
9977,Richard scratched a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,scratch
9977,Richard didn't scratch a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,scratch
9978,Barbara scratched a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,scratch
9978,Barbara didn't scratch a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,scratch
9979,Barbara scratched a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,scratch
9979,Barbara didn't scratch a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,scratch
9980,Jennifer burned a cabinet ||| . The cabinet  ||| was valuable.,negation,0,1,cabinet,burn
9980,Jennifer didn't burn a cabinet ||| . The cabinet  ||| was valuable.,negation,0,0,cabinet,burn
9981,Jennifer burned a cabinet ||| . It  ||| was valuable.,negation,1,1,cabinet,burn
9981,Jennifer didn't burn a cabinet ||| . It  ||| was valuable.,negation,1,0,cabinet,burn
9982,David burned a cabinet ||| . The cabinet  ||| was an antique.,negation,0,1,cabinet,burn
9982,David didn't burn a cabinet ||| . The cabinet  ||| was an antique.,negation,0,0,cabinet,burn
9983,David burned a cabinet ||| . It  ||| was an antique.,negation,1,1,cabinet,burn
9983,David didn't burn a cabinet ||| . It  ||| was an antique.,negation,1,0,cabinet,burn
9984,Nancy burned a cabinet ||| . The cabinet  ||| was made to order.,negation,0,1,cabinet,burn
9984,Nancy didn't burn a cabinet ||| . The cabinet  ||| was made to order.,negation,0,0,cabinet,burn
9985,Nancy burned a cabinet ||| . It  ||| was made to order.,negation,1,1,cabinet,burn
9985,Nancy didn't burn a cabinet ||| . It  ||| was made to order.,negation,1,0,cabinet,burn
9986,Mary burned a cabinet ||| . The cabinet  ||| was stable.,negation,0,1,cabinet,burn
9986,Mary didn't burn a cabinet ||| . The cabinet  ||| was stable.,negation,0,0,cabinet,burn
9987,Mary burned a cabinet ||| . It  ||| was stable.,negation,1,1,cabinet,burn
9987,Mary didn't burn a cabinet ||| . It  ||| was stable.,negation,1,0,cabinet,burn
9988,Jessica burned a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,1,cabinet,burn
9988,Jessica didn't burn a cabinet ||| . The cabinet  ||| was attached to the floor.,negation,0,0,cabinet,burn
9989,Jessica burned a cabinet ||| . It  ||| was attached to the floor.,negation,1,1,cabinet,burn
9989,Jessica didn't burn a cabinet ||| . It  ||| was attached to the floor.,negation,1,0,cabinet,burn
9990,David burned a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,1,cabinet,burn
9990,David didn't burn a cabinet ||| . The cabinet  ||| fit into the room.,negation,0,0,cabinet,burn
9991,David burned a cabinet ||| . It  ||| fit into the room.,negation,1,1,cabinet,burn
9991,David didn't burn a cabinet ||| . It  ||| fit into the room.,negation,1,0,cabinet,burn
9992,David burned a cabinet ||| . The cabinet  ||| stood out.,negation,0,1,cabinet,burn
9992,David didn't burn a cabinet ||| . The cabinet  ||| stood out.,negation,0,0,cabinet,burn
9993,David burned a cabinet ||| . It  ||| stood out.,negation,1,1,cabinet,burn
9993,David didn't burn a cabinet ||| . It  ||| stood out.,negation,1,0,cabinet,burn
9994,Michael burned a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,1,cabinet,burn
9994,Michael didn't burn a cabinet ||| . The cabinet  ||| made the apartment homely.,negation,0,0,cabinet,burn
9995,Michael burned a cabinet ||| . It  ||| made the apartment homely.,negation,1,1,cabinet,burn
9995,Michael didn't burn a cabinet ||| . It  ||| made the apartment homely.,negation,1,0,cabinet,burn
9996,Sarah burned a cabinet ||| . The cabinet  ||| required special care.,negation,0,1,cabinet,burn
9996,Sarah didn't burn a cabinet ||| . The cabinet  ||| required special care.,negation,0,0,cabinet,burn
9997,Sarah burned a cabinet ||| . It  ||| required special care.,negation,1,1,cabinet,burn
9997,Sarah didn't burn a cabinet ||| . It  ||| required special care.,negation,1,0,cabinet,burn
9998,Jessica burned a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,1,cabinet,burn
9998,Jessica didn't burn a cabinet ||| . The cabinet  ||| came from Asia.,negation,0,0,cabinet,burn
9999,Jessica burned a cabinet ||| . It  ||| came from Asia.,negation,1,1,cabinet,burn
9999,Jessica didn't burn a cabinet ||| . It  ||| came from Asia.,negation,1,0,cabinet,burn
10000,I know that Linda owned a dog ||| . The dog  ||| had a long tail.,factive,0,1,dog,own
10000,I doubt that Linda owned a dog ||| . The dog  ||| had a long tail.,factive,0,0,dog,own
10001,I know that Linda owned a dog ||| . It  ||| had a long tail.,factive,1,1,dog,own
10001,I doubt that Linda owned a dog ||| . It  ||| had a long tail.,factive,1,0,dog,own
10002,I know that John owned a dog ||| . The dog  ||| had a red collar.,factive,0,1,dog,own
10002,I doubt that John owned a dog ||| . The dog  ||| had a red collar.,factive,0,0,dog,own
10003,I know that John owned a dog ||| . It  ||| had a red collar.,factive,1,1,dog,own
10003,I doubt that John owned a dog ||| . It  ||| had a red collar.,factive,1,0,dog,own
10004,I know that Joseph owned a dog ||| . The dog  ||| had a blind eye.,factive,0,1,dog,own
10004,I doubt that Joseph owned a dog ||| . The dog  ||| had a blind eye.,factive,0,0,dog,own
10005,I know that Joseph owned a dog ||| . It  ||| had a blind eye.,factive,1,1,dog,own
10005,I doubt that Joseph owned a dog ||| . It  ||| had a blind eye.,factive,1,0,dog,own
10006,I know that Richard owned a dog ||| . The dog  ||| had a shrill voice.,factive,0,1,dog,own
10006,I doubt that Richard owned a dog ||| . The dog  ||| had a shrill voice.,factive,0,0,dog,own
10007,I know that Richard owned a dog ||| . It  ||| had a shrill voice.,factive,1,1,dog,own
10007,I doubt that Richard owned a dog ||| . It  ||| had a shrill voice.,factive,1,0,dog,own
10008,I know that Jennifer owned a dog ||| . The dog  ||| had a colorful back.,factive,0,1,dog,own
10008,I doubt that Jennifer owned a dog ||| . The dog  ||| had a colorful back.,factive,0,0,dog,own
10009,I know that Jennifer owned a dog ||| . It  ||| had a colorful back.,factive,1,1,dog,own
10009,I doubt that Jennifer owned a dog ||| . It  ||| had a colorful back.,factive,1,0,dog,own
10010,I know that Karen owned a dog ||| . The dog  ||| enjoyed frolicking in the forest.,factive,0,1,dog,own
10010,I doubt that Karen owned a dog ||| . The dog  ||| enjoyed frolicking in the forest.,factive,0,0,dog,own
10011,I know that Karen owned a dog ||| . It  ||| enjoyed frolicking in the forest.,factive,1,1,dog,own
10011,I doubt that Karen owned a dog ||| . It  ||| enjoyed frolicking in the forest.,factive,1,0,dog,own
10012,I know that Nancy owned a dog ||| . The dog  ||| preferred fish over other food.,factive,0,1,dog,own
10012,I doubt that Nancy owned a dog ||| . The dog  ||| preferred fish over other food.,factive,0,0,dog,own
10013,I know that Nancy owned a dog ||| . It  ||| preferred fish over other food.,factive,1,1,dog,own
10013,I doubt that Nancy owned a dog ||| . It  ||| preferred fish over other food.,factive,1,0,dog,own
10014,I know that Chris owned a dog ||| . The dog  ||| was called Fido.,factive,0,1,dog,own
10014,I doubt that Chris owned a dog ||| . The dog  ||| was called Fido.,factive,0,0,dog,own
10015,I know that Chris owned a dog ||| . It  ||| was called Fido.,factive,1,1,dog,own
10015,I doubt that Chris owned a dog ||| . It  ||| was called Fido.,factive,1,0,dog,own
10016,I know that Jennifer owned a dog ||| . The dog  ||| liked to swim in lakes.,factive,0,1,dog,own
10016,I doubt that Jennifer owned a dog ||| . The dog  ||| liked to swim in lakes.,factive,0,0,dog,own
10017,I know that Jennifer owned a dog ||| . It  ||| liked to swim in lakes.,factive,1,1,dog,own
10017,I doubt that Jennifer owned a dog ||| . It  ||| liked to swim in lakes.,factive,1,0,dog,own
10018,I know that Jennifer owned a dog ||| . The dog  ||| loved cheese.,factive,0,1,dog,own
10018,I doubt that Jennifer owned a dog ||| . The dog  ||| loved cheese.,factive,0,0,dog,own
10019,I know that Jennifer owned a dog ||| . It  ||| loved cheese.,factive,1,1,dog,own
10019,I doubt that Jennifer owned a dog ||| . It  ||| loved cheese.,factive,1,0,dog,own
10020,I know that Bill saw a dog ||| . The dog  ||| had a long tail.,factive,0,1,dog,see
10020,I doubt that Bill saw a dog ||| . The dog  ||| had a long tail.,factive,0,0,dog,see
10021,I know that Bill saw a dog ||| . It  ||| had a long tail.,factive,1,1,dog,see
10021,I doubt that Bill saw a dog ||| . It  ||| had a long tail.,factive,1,0,dog,see
10022,I know that Chris saw a dog ||| . The dog  ||| had a red collar.,factive,0,1,dog,see
10022,I doubt that Chris saw a dog ||| . The dog  ||| had a red collar.,factive,0,0,dog,see
10023,I know that Chris saw a dog ||| . It  ||| had a red collar.,factive,1,1,dog,see
10023,I doubt that Chris saw a dog ||| . It  ||| had a red collar.,factive,1,0,dog,see
10024,I know that Bill saw a dog ||| . The dog  ||| had a blind eye.,factive,0,1,dog,see
10024,I doubt that Bill saw a dog ||| . The dog  ||| had a blind eye.,factive,0,0,dog,see
10025,I know that Bill saw a dog ||| . It  ||| had a blind eye.,factive,1,1,dog,see
10025,I doubt that Bill saw a dog ||| . It  ||| had a blind eye.,factive,1,0,dog,see
10026,I know that Bob saw a dog ||| . The dog  ||| had a shrill voice.,factive,0,1,dog,see
10026,I doubt that Bob saw a dog ||| . The dog  ||| had a shrill voice.,factive,0,0,dog,see
10027,I know that Bob saw a dog ||| . It  ||| had a shrill voice.,factive,1,1,dog,see
10027,I doubt that Bob saw a dog ||| . It  ||| had a shrill voice.,factive,1,0,dog,see
10028,I know that Richard saw a dog ||| . The dog  ||| had a colorful back.,factive,0,1,dog,see
10028,I doubt that Richard saw a dog ||| . The dog  ||| had a colorful back.,factive,0,0,dog,see
10029,I know that Richard saw a dog ||| . It  ||| had a colorful back.,factive,1,1,dog,see
10029,I doubt that Richard saw a dog ||| . It  ||| had a colorful back.,factive,1,0,dog,see
10030,I know that Barbara saw a dog ||| . The dog  ||| enjoyed frolicking in the forest.,factive,0,1,dog,see
10030,I doubt that Barbara saw a dog ||| . The dog  ||| enjoyed frolicking in the forest.,factive,0,0,dog,see
10031,I know that Barbara saw a dog ||| . It  ||| enjoyed frolicking in the forest.,factive,1,1,dog,see
10031,I doubt that Barbara saw a dog ||| . It  ||| enjoyed frolicking in the forest.,factive,1,0,dog,see
10032,I know that Linda saw a dog ||| . The dog  ||| preferred fish over other food.,factive,0,1,dog,see
10032,I doubt that Linda saw a dog ||| . The dog  ||| preferred fish over other food.,factive,0,0,dog,see
10033,I know that Linda saw a dog ||| . It  ||| preferred fish over other food.,factive,1,1,dog,see
10033,I doubt that Linda saw a dog ||| . It  ||| preferred fish over other food.,factive,1,0,dog,see
10034,I know that Barbara saw a dog ||| . The dog  ||| was called Fido.,factive,0,1,dog,see
10034,I doubt that Barbara saw a dog ||| . The dog  ||| was called Fido.,factive,0,0,dog,see
10035,I know that Barbara saw a dog ||| . It  ||| was called Fido.,factive,1,1,dog,see
10035,I doubt that Barbara saw a dog ||| . It  ||| was called Fido.,factive,1,0,dog,see
10036,I know that Linda saw a dog ||| . The dog  ||| liked to swim in lakes.,factive,0,1,dog,see
10036,I doubt that Linda saw a dog ||| . The dog  ||| liked to swim in lakes.,factive,0,0,dog,see
10037,I know that Linda saw a dog ||| . It  ||| liked to swim in lakes.,factive,1,1,dog,see
10037,I doubt that Linda saw a dog ||| . It  ||| liked to swim in lakes.,factive,1,0,dog,see
10038,I know that Elizabeth saw a dog ||| . The dog  ||| loved cheese.,factive,0,1,dog,see
10038,I doubt that Elizabeth saw a dog ||| . The dog  ||| loved cheese.,factive,0,0,dog,see
10039,I know that Elizabeth saw a dog ||| . It  ||| loved cheese.,factive,1,1,dog,see
10039,I doubt that Elizabeth saw a dog ||| . It  ||| loved cheese.,factive,1,0,dog,see
10040,I know that Mary kicked a dog ||| . The dog  ||| had a long tail.,factive,0,1,dog,kick
10040,I doubt that Mary kicked a dog ||| . The dog  ||| had a long tail.,factive,0,0,dog,kick
10041,I know that Mary kicked a dog ||| . It  ||| had a long tail.,factive,1,1,dog,kick
10041,I doubt that Mary kicked a dog ||| . It  ||| had a long tail.,factive,1,0,dog,kick
10042,I know that Mary kicked a dog ||| . The dog  ||| had a red collar.,factive,0,1,dog,kick
10042,I doubt that Mary kicked a dog ||| . The dog  ||| had a red collar.,factive,0,0,dog,kick
