pair_id,sentence,type,pronoun,preferred,noun,verb
0,Michael owned a dog |||  and the dog  ||| had a long tail.,negation,0,1,dog,own
12217,I doubt that Richard drunk a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,drink
12218,I know that John drunk a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,drink
12218,I doubt that John drunk a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,drink
12219,I know that John drunk a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,drink
12219,I doubt that John drunk a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,drink
12220,I know that Mary brought a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,bring
12220,I doubt that Mary brought a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,bring
12221,I know that Mary brought a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,bring
12221,I doubt that Mary brought a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,bring
12222,I know that Jessica brought a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,bring
12222,I doubt that Jessica brought a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,bring
12223,I know that Jessica brought a negroni |||  and it  ||| was warm.,factive,1,1,negroni,bring
12223,I doubt that Jessica brought a negroni |||  and it  ||| was warm.,factive,1,0,negroni,bring
12224,I know that Jessica brought a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,bring
12224,I doubt that Jessica brought a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,bring
12225,I know that Jessica brought a negroni |||  and it  ||| was cold.,factive,1,1,negroni,bring
12225,I doubt that Jessica brought a negroni |||  and it  ||| was cold.,factive,1,0,negroni,bring
12226,I know that Karen brought a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,bring
12226,I doubt that Karen brought a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,bring
12227,I know that Karen brought a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,bring
12227,I doubt that Karen brought a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,bring
12228,I know that Thomas brought a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,bring
12228,I doubt that Thomas brought a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,bring
12229,I know that Thomas brought a negroni |||  and it  ||| was sour.,factive,1,1,negroni,bring
12229,I doubt that Thomas brought a negroni |||  and it  ||| was sour.,factive,1,0,negroni,bring
12230,I know that Linda brought a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,bring
12230,I doubt that Linda brought a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,bring
12231,I know that Linda brought a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,bring
12231,I doubt that Linda brought a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,bring
12232,I know that David brought a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,bring
12232,I doubt that David brought a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,bring
12233,I know that David brought a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,bring
12233,I doubt that David brought a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,bring
12234,I know that Linda brought a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,bring
12234,I doubt that Linda brought a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,bring
12235,I know that Linda brought a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,bring
12235,I doubt that Linda brought a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,bring
12236,I know that Bill brought a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,bring
12236,I doubt that Bill brought a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,bring
12237,I know that Bill brought a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,bring
12237,I doubt that Bill brought a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,bring
12238,I know that Jessica brought a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,bring
12238,I doubt that Jessica brought a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,bring
12239,I know that Jessica brought a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,bring
12239,I doubt that Jessica brought a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,bring
12240,I know that Joseph got a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,get
12240,I doubt that Joseph got a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,get
12241,I know that Joseph got a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,get
12241,I doubt that Joseph got a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,get
12242,I know that Nancy got a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,get
12242,I doubt that Nancy got a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,get
12243,I know that Nancy got a negroni |||  and it  ||| was warm.,factive,1,1,negroni,get
12243,I doubt that Nancy got a negroni |||  and it  ||| was warm.,factive,1,0,negroni,get
12244,I know that Karen got a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,get
12244,I doubt that Karen got a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,get
12245,I know that Karen got a negroni |||  and it  ||| was cold.,factive,1,1,negroni,get
12245,I doubt that Karen got a negroni |||  and it  ||| was cold.,factive,1,0,negroni,get
12246,I know that James got a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,get
12246,I doubt that James got a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,get
12247,I know that James got a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,get
12247,I doubt that James got a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,get
12248,I know that Karen got a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,get
12248,I doubt that Karen got a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,get
12249,I know that Karen got a negroni |||  and it  ||| was sour.,factive,1,1,negroni,get
12249,I doubt that Karen got a negroni |||  and it  ||| was sour.,factive,1,0,negroni,get
12250,I know that Joseph got a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,get
12250,I doubt that Joseph got a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,get
12251,I know that Joseph got a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,get
12251,I doubt that Joseph got a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,get
12252,I know that Joseph got a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,get
12252,I doubt that Joseph got a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,get
12253,I know that Joseph got a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,get
12253,I doubt that Joseph got a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,get
12254,I know that David got a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,get
12254,I doubt that David got a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,get
12255,I know that David got a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,get
12255,I doubt that David got a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,get
12256,I know that Karen got a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,get
12256,I doubt that Karen got a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,get
12257,I know that Karen got a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,get
12257,I doubt that Karen got a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,get
12258,I know that Jessica got a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,get
12258,I doubt that Jessica got a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,get
12259,I know that Jessica got a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,get
12259,I doubt that Jessica got a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,get
12260,I know that Barbara bought a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,buy
12260,I doubt that Barbara bought a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,buy
12261,I know that Barbara bought a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,buy
12261,I doubt that Barbara bought a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,buy
12262,I know that Sarah bought a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,buy
12262,I doubt that Sarah bought a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,buy
12263,I know that Sarah bought a negroni |||  and it  ||| was warm.,factive,1,1,negroni,buy
12263,I doubt that Sarah bought a negroni |||  and it  ||| was warm.,factive,1,0,negroni,buy
12264,I know that Chris bought a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,buy
12264,I doubt that Chris bought a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,buy
12265,I know that Chris bought a negroni |||  and it  ||| was cold.,factive,1,1,negroni,buy
12265,I doubt that Chris bought a negroni |||  and it  ||| was cold.,factive,1,0,negroni,buy
12266,I know that Joseph bought a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,buy
12266,I doubt that Joseph bought a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,buy
12267,I know that Joseph bought a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,buy
12267,I doubt that Joseph bought a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,buy
12268,I know that Linda bought a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,buy
12268,I doubt that Linda bought a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,buy
12269,I know that Linda bought a negroni |||  and it  ||| was sour.,factive,1,1,negroni,buy
12269,I doubt that Linda bought a negroni |||  and it  ||| was sour.,factive,1,0,negroni,buy
12270,I know that Chris bought a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,buy
12270,I doubt that Chris bought a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,buy
12271,I know that Chris bought a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,buy
12271,I doubt that Chris bought a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,buy
12272,I know that Michael bought a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,buy
12272,I doubt that Michael bought a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,buy
12273,I know that Michael bought a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,buy
12273,I doubt that Michael bought a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,buy
12274,I know that Richard bought a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,buy
12274,I doubt that Richard bought a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,buy
12275,I know that Richard bought a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,buy
12275,I doubt that Richard bought a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,buy
12276,I know that Joseph bought a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,buy
12276,I doubt that Joseph bought a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,buy
12277,I know that Joseph bought a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,buy
12277,I doubt that Joseph bought a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,buy
12278,I know that Joseph bought a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,buy
12278,I doubt that Joseph bought a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,buy
12279,I know that Joseph bought a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,buy
12279,I doubt that Joseph bought a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,buy
12280,I know that James made a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,make
12280,I doubt that James made a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,make
12281,I know that James made a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,make
12281,I doubt that James made a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,make
12282,I know that Susan made a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,make
12282,I doubt that Susan made a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,make
12283,I know that Susan made a negroni |||  and it  ||| was warm.,factive,1,1,negroni,make
12283,I doubt that Susan made a negroni |||  and it  ||| was warm.,factive,1,0,negroni,make
12284,I know that Sarah made a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,make
12284,I doubt that Sarah made a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,make
12285,I know that Sarah made a negroni |||  and it  ||| was cold.,factive,1,1,negroni,make
12285,I doubt that Sarah made a negroni |||  and it  ||| was cold.,factive,1,0,negroni,make
12286,I know that Linda made a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,make
12286,I doubt that Linda made a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,make
12287,I know that Linda made a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,make
12287,I doubt that Linda made a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,make
12288,I know that Mary made a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,make
12288,I doubt that Mary made a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,make
12289,I know that Mary made a negroni |||  and it  ||| was sour.,factive,1,1,negroni,make
12289,I doubt that Mary made a negroni |||  and it  ||| was sour.,factive,1,0,negroni,make
12290,I know that Sarah made a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,make
12290,I doubt that Sarah made a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,make
12291,I know that Sarah made a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,make
12291,I doubt that Sarah made a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,make
12292,I know that Barbara made a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,make
12292,I doubt that Barbara made a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,make
12293,I know that Barbara made a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,make
12293,I doubt that Barbara made a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,make
12294,I know that James made a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,make
12294,I doubt that James made a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,make
12295,I know that James made a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,make
12295,I doubt that James made a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,make
12296,I know that Bob made a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,make
12296,I doubt that Bob made a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,make
12297,I know that Bob made a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,make
12297,I doubt that Bob made a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,make
12298,I know that Chris made a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,make
12298,I doubt that Chris made a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,make
12299,I know that Chris made a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,make
12299,I doubt that Chris made a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,make
12300,I know that Linda had a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,have
12300,I doubt that Linda had a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,have
12301,I know that Linda had a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,have
12301,I doubt that Linda had a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,have
12302,I know that Karen had a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,have
12302,I doubt that Karen had a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,have
12303,I know that Karen had a negroni |||  and it  ||| was warm.,factive,1,1,negroni,have
12303,I doubt that Karen had a negroni |||  and it  ||| was warm.,factive,1,0,negroni,have
12304,I know that Thomas had a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,have
12304,I doubt that Thomas had a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,have
12305,I know that Thomas had a negroni |||  and it  ||| was cold.,factive,1,1,negroni,have
12305,I doubt that Thomas had a negroni |||  and it  ||| was cold.,factive,1,0,negroni,have
12306,I know that Michael had a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,have
12306,I doubt that Michael had a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,have
12307,I know that Michael had a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,have
12307,I doubt that Michael had a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,have
12308,I know that Karen had a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,have
12308,I doubt that Karen had a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,have
12309,I know that Karen had a negroni |||  and it  ||| was sour.,factive,1,1,negroni,have
12309,I doubt that Karen had a negroni |||  and it  ||| was sour.,factive,1,0,negroni,have
12310,I know that Nancy had a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,have
12310,I doubt that Nancy had a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,have
12311,I know that Nancy had a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,have
12311,I doubt that Nancy had a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,have
12312,I know that Elizabeth had a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,have
12312,I doubt that Elizabeth had a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,have
12313,I know that Elizabeth had a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,have
12313,I doubt that Elizabeth had a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,have
12314,I know that Bill had a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,have
12314,I doubt that Bill had a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,have
12315,I know that Bill had a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,have
12315,I doubt that Bill had a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,have
12316,I know that Jessica had a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,have
12316,I doubt that Jessica had a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,have
12317,I know that Jessica had a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,have
12317,I doubt that Jessica had a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,have
12318,I know that Karen had a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,have
12318,I doubt that Karen had a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,have
12319,I know that Karen had a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,have
12319,I doubt that Karen had a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,have
12320,I know that Michael slurped a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,slurp
12320,I doubt that Michael slurped a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,slurp
12321,I know that Michael slurped a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,slurp
12321,I doubt that Michael slurped a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,slurp
12322,I know that John slurped a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,slurp
12322,I doubt that John slurped a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,slurp
12323,I know that John slurped a negroni |||  and it  ||| was warm.,factive,1,1,negroni,slurp
12323,I doubt that John slurped a negroni |||  and it  ||| was warm.,factive,1,0,negroni,slurp
12324,I know that James slurped a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,slurp
12324,I doubt that James slurped a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,slurp
12325,I know that James slurped a negroni |||  and it  ||| was cold.,factive,1,1,negroni,slurp
12325,I doubt that James slurped a negroni |||  and it  ||| was cold.,factive,1,0,negroni,slurp
12326,I know that Bob slurped a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,slurp
12326,I doubt that Bob slurped a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,slurp
12327,I know that Bob slurped a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,slurp
12327,I doubt that Bob slurped a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,slurp
12328,I know that Michael slurped a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,slurp
12328,I doubt that Michael slurped a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,slurp
12329,I know that Michael slurped a negroni |||  and it  ||| was sour.,factive,1,1,negroni,slurp
12329,I doubt that Michael slurped a negroni |||  and it  ||| was sour.,factive,1,0,negroni,slurp
12330,I know that John slurped a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,slurp
12330,I doubt that John slurped a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,slurp
12331,I know that John slurped a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,slurp
12331,I doubt that John slurped a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,slurp
12332,I know that Jessica slurped a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,slurp
12332,I doubt that Jessica slurped a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,slurp
12333,I know that Jessica slurped a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,slurp
12333,I doubt that Jessica slurped a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,slurp
12334,I know that Susan slurped a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,slurp
12334,I doubt that Susan slurped a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,slurp
12335,I know that Susan slurped a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,slurp
12335,I doubt that Susan slurped a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,slurp
12336,I know that Karen slurped a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,slurp
12336,I doubt that Karen slurped a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,slurp
12337,I know that Karen slurped a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,slurp
12337,I doubt that Karen slurped a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,slurp
12338,I know that Richard slurped a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,slurp
12338,I doubt that Richard slurped a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,slurp
12339,I know that Richard slurped a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,slurp
12339,I doubt that Richard slurped a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,slurp
12340,I know that Linda downed a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,down
12340,I doubt that Linda downed a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,down
12341,I know that Linda downed a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,down
12341,I doubt that Linda downed a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,down
12342,I know that Mary downed a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,down
12342,I doubt that Mary downed a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,down
12343,I know that Mary downed a negroni |||  and it  ||| was warm.,factive,1,1,negroni,down
12343,I doubt that Mary downed a negroni |||  and it  ||| was warm.,factive,1,0,negroni,down
12344,I know that Barbara downed a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,down
12344,I doubt that Barbara downed a negroni |||  and the negroni  ||| was cold.,factive,0,0,negroni,down
12345,I know that Barbara downed a negroni |||  and it  ||| was cold.,factive,1,1,negroni,down
12345,I doubt that Barbara downed a negroni |||  and it  ||| was cold.,factive,1,0,negroni,down
12346,I know that Linda downed a negroni |||  and the negroni  ||| was sweet.,factive,0,1,negroni,down
12346,I doubt that Linda downed a negroni |||  and the negroni  ||| was sweet.,factive,0,0,negroni,down
12347,I know that Linda downed a negroni |||  and it  ||| was sweet.,factive,1,1,negroni,down
12347,I doubt that Linda downed a negroni |||  and it  ||| was sweet.,factive,1,0,negroni,down
12348,I know that Michael downed a negroni |||  and the negroni  ||| was sour.,factive,0,1,negroni,down
12348,I doubt that Michael downed a negroni |||  and the negroni  ||| was sour.,factive,0,0,negroni,down
12349,I know that Michael downed a negroni |||  and it  ||| was sour.,factive,1,1,negroni,down
12349,I doubt that Michael downed a negroni |||  and it  ||| was sour.,factive,1,0,negroni,down
12350,I know that Chris downed a negroni |||  and the negroni  ||| tasted strange.,factive,0,1,negroni,down
12350,I doubt that Chris downed a negroni |||  and the negroni  ||| tasted strange.,factive,0,0,negroni,down
12351,I know that Chris downed a negroni |||  and it  ||| tasted strange.,factive,1,1,negroni,down
12351,I doubt that Chris downed a negroni |||  and it  ||| tasted strange.,factive,1,0,negroni,down
12352,I know that Joseph downed a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,1,negroni,down
12352,I doubt that Joseph downed a negroni |||  and the negroni  ||| had to be served in a tall glass.,factive,0,0,negroni,down
12353,I know that Joseph downed a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,1,negroni,down
12353,I doubt that Joseph downed a negroni |||  and it  ||| had to be served in a tall glass.,factive,1,0,negroni,down
12354,I know that Nancy downed a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,1,negroni,down
12354,I doubt that Nancy downed a negroni |||  and the negroni  ||| cost a lot of money.,factive,0,0,negroni,down
12355,I know that Nancy downed a negroni |||  and it  ||| cost a lot of money.,factive,1,1,negroni,down
12355,I doubt that Nancy downed a negroni |||  and it  ||| cost a lot of money.,factive,1,0,negroni,down
12356,I know that Nancy downed a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,1,negroni,down
12356,I doubt that Nancy downed a negroni |||  and the negroni  ||| came in a green bottle.,factive,0,0,negroni,down
12357,I know that Nancy downed a negroni |||  and it  ||| came in a green bottle.,factive,1,1,negroni,down
12357,I doubt that Nancy downed a negroni |||  and it  ||| came in a green bottle.,factive,1,0,negroni,down
12358,I know that Elizabeth downed a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,1,negroni,down
12358,I doubt that Elizabeth downed a negroni |||  and the negroni  ||| glowed in the dark.,factive,0,0,negroni,down
12359,I know that Elizabeth downed a negroni |||  and it  ||| glowed in the dark.,factive,1,1,negroni,down
12359,I doubt that Elizabeth downed a negroni |||  and it  ||| glowed in the dark.,factive,1,0,negroni,down
12360,I know that Thomas poured a negroni |||  and the negroni  ||| was bitter.,factive,0,1,negroni,pour
12360,I doubt that Thomas poured a negroni |||  and the negroni  ||| was bitter.,factive,0,0,negroni,pour
12361,I know that Thomas poured a negroni |||  and it  ||| was bitter.,factive,1,1,negroni,pour
12361,I doubt that Thomas poured a negroni |||  and it  ||| was bitter.,factive,1,0,negroni,pour
12362,I know that Sarah poured a negroni |||  and the negroni  ||| was warm.,factive,0,1,negroni,pour
12362,I doubt that Sarah poured a negroni |||  and the negroni  ||| was warm.,factive,0,0,negroni,pour
12363,I know that Sarah poured a negroni |||  and it  ||| was warm.,factive,1,1,negroni,pour
12363,I doubt that Sarah poured a negroni |||  and it  ||| was warm.,factive,1,0,negroni,pour
12364,I know that Karen poured a negroni |||  and the negroni  ||| was cold.,factive,0,1,negroni,pour
