pair_id,sentence,type,pronoun,preferred,noun,ll
8650,James didn't build a bed and the bed fit into the room.,negation,0,0,bed,24.442978
8651,James built a bed and it fit into the room.,negation,1,1,bed,20.549364
8651,James didn't build a bed and it fit into the room.,negation,1,0,bed,20.676716
8652,Mary built a bed and the bed stood out.,negation,0,1,bed,21.496243
8652,Mary didn't build a bed and the bed stood out.,negation,0,0,bed,20.896729
8653,Mary built a bed and it stood out.,negation,1,1,bed,19.32625
8653,Mary didn't build a bed and it stood out.,negation,1,0,bed,18.073189
8654,Jennifer built a bed and the bed made the apartment homely.,negation,0,1,bed,37.634476
8654,Jennifer didn't build a bed and the bed made the apartment homely.,negation,0,0,bed,37.541336
8655,Jennifer built a bed and it made the apartment homely.,negation,1,1,bed,35.814888
8655,Jennifer didn't build a bed and it made the apartment homely.,negation,1,0,bed,33.645687
8656,Bill built a bed and the bed required special care.,negation,0,1,bed,25.31754
8656,Bill didn't build a bed and the bed required special care.,negation,0,0,bed,25.526192
8657,Bill built a bed and it required special care.,negation,1,1,bed,24.087936
8657,Bill didn't build a bed and it required special care.,negation,1,0,bed,23.691332
8658,Sarah built a bed and the bed came from Asia.,negation,0,1,bed,27.320286
8658,Sarah didn't build a bed and the bed came from Asia.,negation,0,0,bed,26.341946
8659,Sarah built a bed and it came from Asia.,negation,1,1,bed,24.288961
8659,Sarah didn't build a bed and it came from Asia.,negation,1,0,bed,22.050734
8660,Bob refurbished a bed and the bed was valuable.,negation,0,1,bed,19.989952
8660,Bob didn't refurbish a bed and the bed was valuable.,negation,0,0,bed,18.73206
8661,Bob refurbished a bed and it was valuable.,negation,1,1,bed,18.132156
8661,Bob didn't refurbish a bed and it was valuable.,negation,1,0,bed,16.319468
8662,James refurbished a bed and the bed was an antique.,negation,0,1,bed,22.041794
8662,James didn't refurbish a bed and the bed was an antique.,negation,0,0,bed,20.438698
8663,James refurbished a bed and it was an antique.,negation,1,1,bed,20.501049
8663,James didn't refurbish a bed and it was an antique.,negation,1,0,bed,17.869097
8664,Barbara refurbished a bed and the bed was made to order.,negation,0,1,bed,21.890293
8664,Barbara didn't refurbish a bed and the bed was made to order.,negation,0,0,bed,21.247255
8665,Barbara refurbished a bed and it was made to order.,negation,1,1,bed,21.568087
8665,Barbara didn't refurbish a bed and it was made to order.,negation,1,0,bed,19.87289
8666,Chris refurbished a bed and the bed was stable.,negation,0,1,bed,19.432703
8666,Chris didn't refurbish a bed and the bed was stable.,negation,0,0,bed,19.103586
8667,Chris refurbished a bed and it was stable.,negation,1,1,bed,16.818762
8667,Chris didn't refurbish a bed and it was stable.,negation,1,0,bed,16.684889
8668,Michael refurbished a bed and the bed was attached to the floor.,negation,0,1,bed,22.193317
8668,Michael didn't refurbish a bed and the bed was attached to the floor.,negation,0,0,bed,20.83249
8669,Michael refurbished a bed and it was attached to the floor.,negation,1,1,bed,22.072926
8669,Michael didn't refurbish a bed and it was attached to the floor.,negation,1,0,bed,19.42411
8670,Elizabeth refurbished a bed and the bed fit into the room.,negation,0,1,bed,25.877533
8670,Elizabeth didn't refurbish a bed and the bed fit into the room.,negation,0,0,bed,23.794884
8671,Elizabeth refurbished a bed and it fit into the room.,negation,1,1,bed,20.858612
8671,Elizabeth didn't refurbish a bed and it fit into the room.,negation,1,0,bed,19.985533
8672,Jessica refurbished a bed and the bed stood out.,negation,0,1,bed,20.923748
8672,Jessica didn't refurbish a bed and the bed stood out.,negation,0,0,bed,19.610373
8673,Jessica refurbished a bed and it stood out.,negation,1,1,bed,17.270073
8673,Jessica didn't refurbish a bed and it stood out.,negation,1,0,bed,16.22125
8674,Mary refurbished a bed and the bed made the apartment homely.,negation,0,1,bed,38.661705
8674,Mary didn't refurbish a bed and the bed made the apartment homely.,negation,0,0,bed,37.714813
8675,Mary refurbished a bed and it made the apartment homely.,negation,1,1,bed,36.476467
8675,Mary didn't refurbish a bed and it made the apartment homely.,negation,1,0,bed,34.420227
8676,Richard refurbished a bed and the bed required special care.,negation,0,1,bed,25.544102
8676,Richard didn't refurbish a bed and the bed required special care.,negation,0,0,bed,23.81804
8677,Richard refurbished a bed and it required special care.,negation,1,1,bed,23.237331
8677,Richard didn't refurbish a bed and it required special care.,negation,1,0,bed,21.074419
8678,Joseph refurbished a bed and the bed came from Asia.,negation,0,1,bed,27.217716
8678,Joseph didn't refurbish a bed and the bed came from Asia.,negation,0,0,bed,25.410099
8679,Joseph refurbished a bed and it came from Asia.,negation,1,1,bed,23.939001
8679,Joseph didn't refurbish a bed and it came from Asia.,negation,1,0,bed,21.82108
8680,Elizabeth sold a bed and the bed was valuable.,negation,0,1,bed,19.44838
8680,Elizabeth didn't sell a bed and the bed was valuable.,negation,0,0,bed,19.128399
8681,Elizabeth sold a bed and it was valuable.,negation,1,1,bed,17.865665
8681,Elizabeth didn't sell a bed and it was valuable.,negation,1,0,bed,17.287352
8682,Linda sold a bed and the bed was an antique.,negation,0,1,bed,21.85482
8682,Linda didn't sell a bed and the bed was an antique.,negation,0,0,bed,20.799065
8683,Linda sold a bed and it was an antique.,negation,1,1,bed,20.547304
8683,Linda didn't sell a bed and it was an antique.,negation,1,0,bed,18.88979
8684,James sold a bed and the bed was made to order.,negation,0,1,bed,24.440552
8684,James didn't sell a bed and the bed was made to order.,negation,0,0,bed,22.778046
8685,James sold a bed and it was made to order.,negation,1,1,bed,22.2252
8685,James didn't sell a bed and it was made to order.,negation,1,0,bed,20.317984
8686,Chris sold a bed and the bed was stable.,negation,0,1,bed,20.855698
8686,Chris didn't sell a bed and the bed was stable.,negation,0,0,bed,20.239943
8687,Chris sold a bed and it was stable.,negation,1,1,bed,18.229538
8687,Chris didn't sell a bed and it was stable.,negation,1,0,bed,18.440842
8688,Thomas sold a bed and the bed was attached to the floor.,negation,0,1,bed,22.94845
8688,Thomas didn't sell a bed and the bed was attached to the floor.,negation,0,0,bed,22.375963
8689,Thomas sold a bed and it was attached to the floor.,negation,1,1,bed,23.277918
8689,Thomas didn't sell a bed and it was attached to the floor.,negation,1,0,bed,21.442904
8690,James sold a bed and the bed fit into the room.,negation,0,1,bed,27.307953
8690,James didn't sell a bed and the bed fit into the room.,negation,0,0,bed,24.773277
8691,James sold a bed and it fit into the room.,negation,1,1,bed,22.704218
8691,James didn't sell a bed and it fit into the room.,negation,1,0,bed,21.502455
8692,Susan sold a bed and the bed stood out.,negation,0,1,bed,21.756907
8692,Susan didn't sell a bed and the bed stood out.,negation,0,0,bed,20.572926
8693,Susan sold a bed and it stood out.,negation,1,1,bed,18.960917
8693,Susan didn't sell a bed and it stood out.,negation,1,0,bed,18.122473
8694,Richard sold a bed and the bed made the apartment homely.,negation,0,1,bed,39.22137
8694,Richard didn't sell a bed and the bed made the apartment homely.,negation,0,0,bed,38.160557
8695,Richard sold a bed and it made the apartment homely.,negation,1,1,bed,37.64343
8695,Richard didn't sell a bed and it made the apartment homely.,negation,1,0,bed,36.367825
8696,Nancy sold a bed and the bed required special care.,negation,0,1,bed,25.486526
8696,Nancy didn't sell a bed and the bed required special care.,negation,0,0,bed,24.461601
8697,Nancy sold a bed and it required special care.,negation,1,1,bed,23.79189
8697,Nancy didn't sell a bed and it required special care.,negation,1,0,bed,22.973991
8698,Joseph sold a bed and the bed came from Asia.,negation,0,1,bed,27.34407
8698,Joseph didn't sell a bed and the bed came from Asia.,negation,0,0,bed,25.731714
8699,Joseph sold a bed and it came from Asia.,negation,1,1,bed,23.271717
8699,Joseph didn't sell a bed and it came from Asia.,negation,1,0,bed,21.33462
8700,Joseph painted a bed and the bed was valuable.,negation,0,1,bed,22.320663
8700,Joseph didn't paint a bed and the bed was valuable.,negation,0,0,bed,21.245165
8701,Joseph painted a bed and it was valuable.,negation,1,1,bed,19.059412
8701,Joseph didn't paint a bed and it was valuable.,negation,1,0,bed,18.47426
8702,Mary painted a bed and the bed was an antique.,negation,0,1,bed,22.244705
8702,Mary didn't paint a bed and the bed was an antique.,negation,0,0,bed,21.14801
8703,Mary painted a bed and it was an antique.,negation,1,1,bed,19.258976
8703,Mary didn't paint a bed and it was an antique.,negation,1,0,bed,18.322138
8704,Elizabeth painted a bed and the bed was made to order.,negation,0,1,bed,25.211826
8704,Elizabeth didn't paint a bed and the bed was made to order.,negation,0,0,bed,23.679388
8705,Elizabeth painted a bed and it was made to order.,negation,1,1,bed,22.699022
8705,Elizabeth didn't paint a bed and it was made to order.,negation,1,0,bed,21.370201
8706,Bob painted a bed and the bed was stable.,negation,0,1,bed,20.280159
8706,Bob didn't paint a bed and the bed was stable.,negation,0,0,bed,19.602852
8707,Bob painted a bed and it was stable.,negation,1,1,bed,17.099304
8707,Bob didn't paint a bed and it was stable.,negation,1,0,bed,17.472296
8708,James painted a bed and the bed was attached to the floor.,negation,0,1,bed,22.44214
8708,James didn't paint a bed and the bed was attached to the floor.,negation,0,0,bed,21.939638
8709,James painted a bed and it was attached to the floor.,negation,1,1,bed,21.196323
8709,James didn't paint a bed and it was attached to the floor.,negation,1,0,bed,20.442657
8710,Michael painted a bed and the bed fit into the room.,negation,0,1,bed,27.321377
8710,Michael didn't paint a bed and the bed fit into the room.,negation,0,0,bed,24.809332
8711,Michael painted a bed and it fit into the room.,negation,1,1,bed,20.211456
8711,Michael didn't paint a bed and it fit into the room.,negation,1,0,bed,20.159195
8712,Barbara painted a bed and the bed stood out.,negation,0,1,bed,20.428104
8712,Barbara didn't paint a bed and the bed stood out.,negation,0,0,bed,19.081678
8713,Barbara painted a bed and it stood out.,negation,1,1,bed,16.801003
8713,Barbara didn't paint a bed and it stood out.,negation,1,0,bed,16.395836
8714,Richard painted a bed and the bed made the apartment homely.,negation,0,1,bed,39.517857
8714,Richard didn't paint a bed and the bed made the apartment homely.,negation,0,0,bed,38.03819
8715,Richard painted a bed and it made the apartment homely.,negation,1,1,bed,36.909462
8715,Richard didn't paint a bed and it made the apartment homely.,negation,1,0,bed,35.302227
8716,Jennifer painted a bed and the bed required special care.,negation,0,1,bed,25.603764
8716,Jennifer didn't paint a bed and the bed required special care.,negation,0,0,bed,24.3354
8717,Jennifer painted a bed and it required special care.,negation,1,1,bed,23.785023
8717,Jennifer didn't paint a bed and it required special care.,negation,1,0,bed,21.963032
8718,Joseph painted a bed and the bed came from Asia.,negation,0,1,bed,28.74622
8718,Joseph didn't paint a bed and the bed came from Asia.,negation,0,0,bed,28.037468
8719,Joseph painted a bed and it came from Asia.,negation,1,1,bed,23.977753
8719,Joseph didn't paint a bed and it came from Asia.,negation,1,0,bed,23.59422
8720,James sanded a bed and the bed was valuable.,negation,0,1,bed,23.915026
8720,James didn't sand a bed and the bed was valuable.,negation,0,0,bed,21.326551
8721,James sanded a bed and it was valuable.,negation,1,1,bed,20.05841
8721,James didn't sand a bed and it was valuable.,negation,1,0,bed,18.04028
8722,Sarah sanded a bed and the bed was an antique.,negation,0,1,bed,25.034187
8722,Sarah didn't sand a bed and the bed was an antique.,negation,0,0,bed,22.8282
8723,Sarah sanded a bed and it was an antique.,negation,1,1,bed,21.789093
8723,Sarah didn't sand a bed and it was an antique.,negation,1,0,bed,19.998247
8724,Bob sanded a bed and the bed was made to order.,negation,0,1,bed,24.58415
8724,Bob didn't sand a bed and the bed was made to order.,negation,0,0,bed,22.86798
8725,Bob sanded a bed and it was made to order.,negation,1,1,bed,22.09637
8725,Bob didn't sand a bed and it was made to order.,negation,1,0,bed,20.598919
8726,Nancy sanded a bed and the bed was stable.,negation,0,1,bed,20.60518
8726,Nancy didn't sand a bed and the bed was stable.,negation,0,0,bed,19.867786
8727,Nancy sanded a bed and it was stable.,negation,1,1,bed,17.6322
8727,Nancy didn't sand a bed and it was stable.,negation,1,0,bed,17.591915
8728,Nancy sanded a bed and the bed was attached to the floor.,negation,0,1,bed,22.874702
8728,Nancy didn't sand a bed and the bed was attached to the floor.,negation,0,0,bed,21.749372
8729,Nancy sanded a bed and it was attached to the floor.,negation,1,1,bed,23.20327
8729,Nancy didn't sand a bed and it was attached to the floor.,negation,1,0,bed,21.019682
8730,Nancy sanded a bed and the bed fit into the room.,negation,0,1,bed,27.203945
8730,Nancy didn't sand a bed and the bed fit into the room.,negation,0,0,bed,25.615406
8731,Nancy sanded a bed and it fit into the room.,negation,1,1,bed,21.486137
8731,Nancy didn't sand a bed and it fit into the room.,negation,1,0,bed,20.932789
8732,Jennifer sanded a bed and the bed stood out.,negation,0,1,bed,22.5889
8732,Jennifer didn't sand a bed and the bed stood out.,negation,0,0,bed,20.907833
8733,Jennifer sanded a bed and it stood out.,negation,1,1,bed,17.846233
8733,Jennifer didn't sand a bed and it stood out.,negation,1,0,bed,16.666489
8734,Barbara sanded a bed and the bed made the apartment homely.,negation,0,1,bed,40.569283
8734,Barbara didn't sand a bed and the bed made the apartment homely.,negation,0,0,bed,39.308296
8735,Barbara sanded a bed and it made the apartment homely.,negation,1,1,bed,37.77632
8735,Barbara didn't sand a bed and it made the apartment homely.,negation,1,0,bed,36.125927
8736,Mary sanded a bed and the bed required special care.,negation,0,1,bed,26.208015
8736,Mary didn't sand a bed and the bed required special care.,negation,0,0,bed,24.667206
8737,Mary sanded a bed and it required special care.,negation,1,1,bed,23.961506
8737,Mary didn't sand a bed and it required special care.,negation,1,0,bed,21.998121
8738,Chris sanded a bed and the bed came from Asia.,negation,0,1,bed,32.009277
8738,Chris didn't sand a bed and the bed came from Asia.,negation,0,0,bed,29.34837
8739,Chris sanded a bed and it came from Asia.,negation,1,1,bed,27.711563
8739,Chris didn't sand a bed and it came from Asia.,negation,1,0,bed,24.409615
8740,Richard stained a bed and the bed was valuable.,negation,0,1,bed,23.319729
8740,Richard didn't stain a bed and the bed was valuable.,negation,0,0,bed,20.22802
8741,Richard stained a bed and it was valuable.,negation,1,1,bed,19.920898
8741,Richard didn't stain a bed and it was valuable.,negation,1,0,bed,17.229559
8742,James stained a bed and the bed was an antique.,negation,0,1,bed,24.196156
8742,James didn't stain a bed and the bed was an antique.,negation,0,0,bed,21.901052
8743,James stained a bed and it was an antique.,negation,1,1,bed,20.910664
8743,James didn't stain a bed and it was an antique.,negation,1,0,bed,18.908123
8744,Barbara stained a bed and the bed was made to order.,negation,0,1,bed,25.348173
8744,Barbara didn't stain a bed and the bed was made to order.,negation,0,0,bed,22.890406
8745,Barbara stained a bed and it was made to order.,negation,1,1,bed,23.486757
8745,Barbara didn't stain a bed and it was made to order.,negation,1,0,bed,20.867672
8746,Mary stained a bed and the bed was stable.,negation,0,1,bed,21.185081
8746,Mary didn't stain a bed and the bed was stable.,negation,0,0,bed,18.704954
8747,Mary stained a bed and it was stable.,negation,1,1,bed,18.021677
8747,Mary didn't stain a bed and it was stable.,negation,1,0,bed,16.641163
8748,Sarah stained a bed and the bed was attached to the floor.,negation,0,1,bed,23.393045
8748,Sarah didn't stain a bed and the bed was attached to the floor.,negation,0,0,bed,21.657066
8749,Sarah stained a bed and it was attached to the floor.,negation,1,1,bed,22.00277
8749,Sarah didn't stain a bed and it was attached to the floor.,negation,1,0,bed,20.126354
8750,Nancy stained a bed and the bed fit into the room.,negation,0,1,bed,24.96657
8750,Nancy didn't stain a bed and the bed fit into the room.,negation,0,0,bed,24.62834
8751,Nancy stained a bed and it fit into the room.,negation,1,1,bed,20.783718
8751,Nancy didn't stain a bed and it fit into the room.,negation,1,0,bed,19.982365
8752,Michael stained a bed and the bed stood out.,negation,0,1,bed,21.619703
8752,Michael didn't stain a bed and the bed stood out.,negation,0,0,bed,19.7248
8753,Michael stained a bed and it stood out.,negation,1,1,bed,17.653368
8753,Michael didn't stain a bed and it stood out.,negation,1,0,bed,15.85728
8754,Jennifer stained a bed and the bed made the apartment homely.,negation,0,1,bed,40.07128
8754,Jennifer didn't stain a bed and the bed made the apartment homely.,negation,0,0,bed,37.464863
8755,Jennifer stained a bed and it made the apartment homely.,negation,1,1,bed,36.582096
8755,Jennifer didn't stain a bed and it made the apartment homely.,negation,1,0,bed,34.043465
8756,Michael stained a bed and the bed required special care.,negation,0,1,bed,25.649971
8756,Michael didn't stain a bed and the bed required special care.,negation,0,0,bed,23.872665
8757,Michael stained a bed and it required special care.,negation,1,1,bed,23.890663
8757,Michael didn't stain a bed and it required special care.,negation,1,0,bed,21.580433
8758,Chris stained a bed and the bed came from Asia.,negation,0,1,bed,31.683865
8758,Chris didn't stain a bed and the bed came from Asia.,negation,0,0,bed,29.047703
8759,Chris stained a bed and it came from Asia.,negation,1,1,bed,27.850664
8759,Chris didn't stain a bed and it came from Asia.,negation,1,0,bed,24.558434
8760,Linda scratched a bed and the bed was valuable.,negation,0,1,bed,23.81521
8760,Linda didn't scratch a bed and the bed was valuable.,negation,0,0,bed,22.254713
8761,Linda scratched a bed and it was valuable.,negation,1,1,bed,20.250652
8761,Linda didn't scratch a bed and it was valuable.,negation,1,0,bed,17.699594
8762,Richard scratched a bed and the bed was an antique.,negation,0,1,bed,24.678066
8762,Richard didn't scratch a bed and the bed was an antique.,negation,0,0,bed,23.807636
8763,Richard scratched a bed and it was an antique.,negation,1,1,bed,21.972265
8763,Richard didn't scratch a bed and it was an antique.,negation,1,0,bed,20.55288
8764,Jessica scratched a bed and the bed was made to order.,negation,0,1,bed,26.858265
8764,Jessica didn't scratch a bed and the bed was made to order.,negation,0,0,bed,24.888214
8765,Jessica scratched a bed and it was made to order.,negation,1,1,bed,24.743105
8765,Jessica didn't scratch a bed and it was made to order.,negation,1,0,bed,21.66815
8766,David scratched a bed and the bed was stable.,negation,0,1,bed,21.454298
8766,David didn't scratch a bed and the bed was stable.,negation,0,0,bed,20.349861
8767,David scratched a bed and it was stable.,negation,1,1,bed,18.56149
8767,David didn't scratch a bed and it was stable.,negation,1,0,bed,17.361034
8768,Bob scratched a bed and the bed was attached to the floor.,negation,0,1,bed,23.054451
8768,Bob didn't scratch a bed and the bed was attached to the floor.,negation,0,0,bed,23.32169
8769,Bob scratched a bed and it was attached to the floor.,negation,1,1,bed,21.985357
8769,Bob didn't scratch a bed and it was attached to the floor.,negation,1,0,bed,21.810709
8770,John scratched a bed and the bed fit into the room.,negation,0,1,bed,27.679281
8770,John didn't scratch a bed and the bed fit into the room.,negation,0,0,bed,26.331902
8771,John scratched a bed and it fit into the room.,negation,1,1,bed,21.369133
8771,John didn't scratch a bed and it fit into the room.,negation,1,0,bed,19.988955
8772,Karen scratched a bed and the bed stood out.,negation,0,1,bed,22.608288
8772,Karen didn't scratch a bed and the bed stood out.,negation,0,0,bed,22.245455
8773,Karen scratched a bed and it stood out.,negation,1,1,bed,18.218435
8773,Karen didn't scratch a bed and it stood out.,negation,1,0,bed,15.834022
8774,Susan scratched a bed and the bed made the apartment homely.,negation,0,1,bed,40.526657
8774,Susan didn't scratch a bed and the bed made the apartment homely.,negation,0,0,bed,38.52508
8775,Susan scratched a bed and it made the apartment homely.,negation,1,1,bed,36.62718
8775,Susan didn't scratch a bed and it made the apartment homely.,negation,1,0,bed,34.127956
8776,Karen scratched a bed and the bed required special care.,negation,0,1,bed,27.917488
8776,Karen didn't scratch a bed and the bed required special care.,negation,0,0,bed,26.63163
8777,Karen scratched a bed and it required special care.,negation,1,1,bed,25.629372
8777,Karen didn't scratch a bed and it required special care.,negation,1,0,bed,22.154594
8778,Richard scratched a bed and the bed came from Asia.,negation,0,1,bed,31.691086
8778,Richard didn't scratch a bed and the bed came from Asia.,negation,0,0,bed,30.545317
8779,Richard scratched a bed and it came from Asia.,negation,1,1,bed,28.720133
8779,Richard didn't scratch a bed and it came from Asia.,negation,1,0,bed,24.457304
8780,Elizabeth burned a bed and the bed was valuable.,negation,0,1,bed,22.139769
8780,Elizabeth didn't burn a bed and the bed was valuable.,negation,0,0,bed,21.032125
8781,Elizabeth burned a bed and it was valuable.,negation,1,1,bed,19.296612
8781,Elizabeth didn't burn a bed and it was valuable.,negation,1,0,bed,17.47991
8782,David burned a bed and the bed was an antique.,negation,0,1,bed,24.397842
8782,David didn't burn a bed and the bed was an antique.,negation,0,0,bed,22.853573
8783,David burned a bed and it was an antique.,negation,1,1,bed,21.88093
8783,David didn't burn a bed and it was an antique.,negation,1,0,bed,20.19833
8784,Susan burned a bed and the bed was made to order.,negation,0,1,bed,27.119688
8784,Susan didn't burn a bed and the bed was made to order.,negation,0,0,bed,25.01814
8785,Susan burned a bed and it was made to order.,negation,1,1,bed,24.393246
8785,Susan didn't burn a bed and it was made to order.,negation,1,0,bed,21.885084
8786,Bill burned a bed and the bed was stable.,negation,0,1,bed,21.508352
8786,Bill didn't burn a bed and the bed was stable.,negation,0,0,bed,20.062143
8787,Bill burned a bed and it was stable.,negation,1,1,bed,17.959435
8787,Bill didn't burn a bed and it was stable.,negation,1,0,bed,18.029188
8788,Linda burned a bed and the bed was attached to the floor.,negation,0,1,bed,22.689459
8788,Linda didn't burn a bed and the bed was attached to the floor.,negation,0,0,bed,23.133118
8789,Linda burned a bed and it was attached to the floor.,negation,1,1,bed,22.282679
8789,Linda didn't burn a bed and it was attached to the floor.,negation,1,0,bed,22.518135
8790,Mary burned a bed and the bed fit into the room.,negation,0,1,bed,27.370703
8790,Mary didn't burn a bed and the bed fit into the room.,negation,0,0,bed,25.864147
8791,Mary burned a bed and it fit into the room.,negation,1,1,bed,22.053638
8791,Mary didn't burn a bed and it fit into the room.,negation,1,0,bed,20.792767
8792,Chris burned a bed and the bed stood out.,negation,0,1,bed,22.568909
8792,Chris didn't burn a bed and the bed stood out.,negation,0,0,bed,21.841293
8793,Chris burned a bed and it stood out.,negation,1,1,bed,18.62247
8793,Chris didn't burn a bed and it stood out.,negation,1,0,bed,17.377388
8794,David burned a bed and the bed made the apartment homely.,negation,0,1,bed,40.863895
8794,David didn't burn a bed and the bed made the apartment homely.,negation,0,0,bed,39.000347
8795,David burned a bed and it made the apartment homely.,negation,1,1,bed,38.147865
8795,David didn't burn a bed and it made the apartment homely.,negation,1,0,bed,35.3894
8796,Jennifer burned a bed and the bed required special care.,negation,0,1,bed,25.992365
8796,Jennifer didn't burn a bed and the bed required special care.,negation,0,0,bed,25.172567
8797,Jennifer burned a bed and it required special care.,negation,1,1,bed,23.620092
8797,Jennifer didn't burn a bed and it required special care.,negation,1,0,bed,22.113077
8798,Linda burned a bed and the bed came from Asia.,negation,0,1,bed,31.333557
8798,Linda didn't burn a bed and the bed came from Asia.,negation,0,0,bed,29.572937
8799,Linda burned a bed and it came from Asia.,negation,1,1,bed,28.475033
8799,Linda didn't burn a bed and it came from Asia.,negation,1,0,bed,25.1213
8800,Elizabeth assembled a shelf and the shelf was valuable.,negation,0,1,shelf,23.551098
8800,Elizabeth didn't assemble a shelf and the shelf was valuable.,negation,0,0,shelf,21.625294
8801,Elizabeth assembled a shelf and it was valuable.,negation,1,1,shelf,19.026796
8801,Elizabeth didn't assemble a shelf and it was valuable.,negation,1,0,shelf,17.42532
8802,Karen assembled a shelf and the shelf was an antique.,negation,0,1,shelf,25.702051
8802,Karen didn't assemble a shelf and the shelf was an antique.,negation,0,0,shelf,23.038527
8803,Karen assembled a shelf and it was an antique.,negation,1,1,shelf,21.553764
8803,Karen didn't assemble a shelf and it was an antique.,negation,1,0,shelf,18.909475
8804,Sarah assembled a shelf and the shelf was made to order.,negation,0,1,shelf,25.499533
8804,Sarah didn't assemble a shelf and the shelf was made to order.,negation,0,0,shelf,22.5665
8805,Sarah assembled a shelf and it was made to order.,negation,1,1,shelf,21.736382
8805,Sarah didn't assemble a shelf and it was made to order.,negation,1,0,shelf,18.994995
8806,Mary assembled a shelf and the shelf was stable.,negation,0,1,shelf,20.868683
8806,Mary didn't assemble a shelf and the shelf was stable.,negation,0,0,shelf,19.589329
8807,Mary assembled a shelf and it was stable.,negation,1,1,shelf,17.89739
8807,Mary didn't assemble a shelf and it was stable.,negation,1,0,shelf,17.387691
8808,Sarah assembled a shelf and the shelf was attached to the floor.,negation,0,1,shelf,23.92885
8808,Sarah didn't assemble a shelf and the shelf was attached to the floor.,negation,0,0,shelf,21.243755
8809,Sarah assembled a shelf and it was attached to the floor.,negation,1,1,shelf,22.775164
8809,Sarah didn't assemble a shelf and it was attached to the floor.,negation,1,0,shelf,20.648283
8810,Joseph assembled a shelf and the shelf fit into the room.,negation,0,1,shelf,26.14744
8810,Joseph didn't assemble a shelf and the shelf fit into the room.,negation,0,0,shelf,25.625265
8811,Joseph assembled a shelf and it fit into the room.,negation,1,1,shelf,20.65846
8811,Joseph didn't assemble a shelf and it fit into the room.,negation,1,0,shelf,20.805836
8812,Richard assembled a shelf and the shelf stood out.,negation,0,1,shelf,20.400082
8812,Richard didn't assemble a shelf and the shelf stood out.,negation,0,0,shelf,19.577892
8813,Richard assembled a shelf and it stood out.,negation,1,1,shelf,15.96573
8813,Richard didn't assemble a shelf and it stood out.,negation,1,0,shelf,15.803471
8814,Bill assembled a shelf and the shelf made the apartment homely.,negation,0,1,shelf,44.972607
8814,Bill didn't assemble a shelf and the shelf made the apartment homely.,negation,0,0,shelf,43.71264
8815,Bill assembled a shelf and it made the apartment homely.,negation,1,1,shelf,40.982822
8815,Bill didn't assemble a shelf and it made the apartment homely.,negation,1,0,shelf,39.229126
8816,Elizabeth assembled a shelf and the shelf required special care.,negation,0,1,shelf,26.406158
8816,Elizabeth didn't assemble a shelf and the shelf required special care.,negation,0,0,shelf,24.668468
8817,Elizabeth assembled a shelf and it required special care.,negation,1,1,shelf,24.125395
8817,Elizabeth didn't assemble a shelf and it required special care.,negation,1,0,shelf,22.56657
8818,Jessica assembled a shelf and the shelf came from Asia.,negation,0,1,shelf,29.075129
8818,Jessica didn't assemble a shelf and the shelf came from Asia.,negation,0,0,shelf,26.064087
8819,Jessica assembled a shelf and it came from Asia.,negation,1,1,shelf,26.271881
8819,Jessica didn't assemble a shelf and it came from Asia.,negation,1,0,shelf,22.788315
8820,John bought a shelf and the shelf was valuable.,negation,0,1,shelf,20.531862
8820,John didn't buy a shelf and the shelf was valuable.,negation,0,0,shelf,19.738672
8821,John bought a shelf and it was valuable.,negation,1,1,shelf,16.38286
8821,John didn't buy a shelf and it was valuable.,negation,1,0,shelf,15.792784
8822,James bought a shelf and the shelf was an antique.,negation,0,1,shelf,22.302011
8822,James didn't buy a shelf and the shelf was an antique.,negation,0,0,shelf,22.19951
8823,James bought a shelf and it was an antique.,negation,1,1,shelf,17.884853
8823,James didn't buy a shelf and it was an antique.,negation,1,0,shelf,17.603085
8824,Barbara bought a shelf and the shelf was made to order.,negation,0,1,shelf,23.814928
8824,Barbara didn't buy a shelf and the shelf was made to order.,negation,0,0,shelf,23.310349
8825,Barbara bought a shelf and it was made to order.,negation,1,1,shelf,20.290493
8825,Barbara didn't buy a shelf and it was made to order.,negation,1,0,shelf,18.787529
8826,Jessica bought a shelf and the shelf was stable.,negation,0,1,shelf,19.35021
8826,Jessica didn't buy a shelf and the shelf was stable.,negation,0,0,shelf,19.971302
8827,Jessica bought a shelf and it was stable.,negation,1,1,shelf,16.246056
8827,Jessica didn't buy a shelf and it was stable.,negation,1,0,shelf,17.279537
8828,Susan bought a shelf and the shelf was attached to the floor.,negation,0,1,shelf,22.631971
8828,Susan didn't buy a shelf and the shelf was attached to the floor.,negation,0,0,shelf,22.254705
8829,Susan bought a shelf and it was attached to the floor.,negation,1,1,shelf,20.716543
8829,Susan didn't buy a shelf and it was attached to the floor.,negation,1,0,shelf,19.865877
8830,Sarah bought a shelf and the shelf fit into the room.,negation,0,1,shelf,25.01553
8830,Sarah didn't buy a shelf and the shelf fit into the room.,negation,0,0,shelf,25.35087
8831,Sarah bought a shelf and it fit into the room.,negation,1,1,shelf,19.923958
8831,Sarah didn't buy a shelf and it fit into the room.,negation,1,0,shelf,20.413807
8832,Nancy bought a shelf and the shelf stood out.,negation,0,1,shelf,19.539715
8832,Nancy didn't buy a shelf and the shelf stood out.,negation,0,0,shelf,19.835846
