pair_id,sentence,type,pronoun,preferred,ll
13245,I know that Elizabeth got an old fashioned. It was cold.,factive,1,1,13.41249
13245,I doubt that Elizabeth got an old fashioned. It was cold.,factive,1,0,13.479322
13246,I know that Chris got an old fashioned. The old fashioned was sweet.,factive,0,1,20.873539
13246,I doubt that Chris got an old fashioned. The old fashioned was sweet.,factive,0,0,22.303108
13247,I know that Chris got an old fashioned. It was sweet.,factive,1,1,13.413786
13247,I doubt that Chris got an old fashioned. It was sweet.,factive,1,0,14.437536
13248,I know that Linda got an old fashioned. The old fashioned was sour.,factive,0,1,23.924004
13248,I doubt that Linda got an old fashioned. The old fashioned was sour.,factive,0,0,24.238136
13249,I know that Linda got an old fashioned. It was sour.,factive,1,1,17.415709
13249,I doubt that Linda got an old fashioned. It was sour.,factive,1,0,17.513838
13250,I know that Thomas got an old fashioned. The old fashioned tasted strange.,factive,0,1,26.511642
13250,I doubt that Thomas got an old fashioned. The old fashioned tasted strange.,factive,0,0,27.014633
13251,I know that Thomas got an old fashioned. It tasted strange.,factive,1,1,19.092772
13251,I doubt that Thomas got an old fashioned. It tasted strange.,factive,1,0,19.971851
13252,I know that David got an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,39.114285
13252,I doubt that David got an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,39.607166
13253,I know that David got an old fashioned. It had to be served in a tall glass.,factive,1,1,33.35602
13253,I doubt that David got an old fashioned. It had to be served in a tall glass.,factive,1,0,33.435333
13254,I know that Jennifer got an old fashioned. The old fashioned cost a lot of money.,factive,0,1,23.22062
13254,I doubt that Jennifer got an old fashioned. The old fashioned cost a lot of money.,factive,0,0,24.281914
13255,I know that Jennifer got an old fashioned. It cost a lot of money.,factive,1,1,16.390778
13255,I doubt that Jennifer got an old fashioned. It cost a lot of money.,factive,1,0,17.534191
13256,I know that Michael got an old fashioned. The old fashioned came in a green bottle.,factive,0,1,31.104548
13256,I doubt that Michael got an old fashioned. The old fashioned came in a green bottle.,factive,0,0,32.631985
13257,I know that Michael got an old fashioned. It came in a green bottle.,factive,1,1,23.305864
13257,I doubt that Michael got an old fashioned. It came in a green bottle.,factive,1,0,25.202894
13258,I know that Michael got an old fashioned. The old fashioned glowed in the dark.,factive,0,1,32.47769
13258,I doubt that Michael got an old fashioned. The old fashioned glowed in the dark.,factive,0,0,33.33201
13259,I know that Michael got an old fashioned. It glowed in the dark.,factive,1,1,21.664143
13259,I doubt that Michael got an old fashioned. It glowed in the dark.,factive,1,0,21.81605
13260,I know that James bought an old fashioned. The old fashioned was bitter.,factive,0,1,23.066465
13260,I doubt that James bought an old fashioned. The old fashioned was bitter.,factive,0,0,23.713655
13261,I know that James bought an old fashioned. It was bitter.,factive,1,1,17.400425
13261,I doubt that James bought an old fashioned. It was bitter.,factive,1,0,17.685673
13262,I know that Bob bought an old fashioned. The old fashioned was warm.,factive,0,1,20.723131
13262,I doubt that Bob bought an old fashioned. The old fashioned was warm.,factive,0,0,21.621805
13263,I know that Bob bought an old fashioned. It was warm.,factive,1,1,14.37039
13263,I doubt that Bob bought an old fashioned. It was warm.,factive,1,0,15.211325
13264,I know that Joseph bought an old fashioned. The old fashioned was cold.,factive,0,1,18.99471
13264,I doubt that Joseph bought an old fashioned. The old fashioned was cold.,factive,0,0,20.2183
13265,I know that Joseph bought an old fashioned. It was cold.,factive,1,1,13.4422035
13265,I doubt that Joseph bought an old fashioned. It was cold.,factive,1,0,13.902524
13266,I know that Chris bought an old fashioned. The old fashioned was sweet.,factive,0,1,20.64745
13266,I doubt that Chris bought an old fashioned. The old fashioned was sweet.,factive,0,0,21.49092
13267,I know that Chris bought an old fashioned. It was sweet.,factive,1,1,13.490019
13267,I doubt that Chris bought an old fashioned. It was sweet.,factive,1,0,14.401036
13268,I know that Jessica bought an old fashioned. The old fashioned was sour.,factive,0,1,23.882998
13268,I doubt that Jessica bought an old fashioned. The old fashioned was sour.,factive,0,0,24.242928
13269,I know that Jessica bought an old fashioned. It was sour.,factive,1,1,17.902187
13269,I doubt that Jessica bought an old fashioned. It was sour.,factive,1,0,18.071312
13270,I know that Elizabeth bought an old fashioned. The old fashioned tasted strange.,factive,0,1,25.467182
13270,I doubt that Elizabeth bought an old fashioned. The old fashioned tasted strange.,factive,0,0,25.875338
13271,I know that Elizabeth bought an old fashioned. It tasted strange.,factive,1,1,18.857342
13271,I doubt that Elizabeth bought an old fashioned. It tasted strange.,factive,1,0,18.746902
13272,I know that Bill bought an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,39.73152
13272,I doubt that Bill bought an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,40.08693
13273,I know that Bill bought an old fashioned. It had to be served in a tall glass.,factive,1,1,34.19345
13273,I doubt that Bill bought an old fashioned. It had to be served in a tall glass.,factive,1,0,34.162342
13274,I know that Joseph bought an old fashioned. The old fashioned cost a lot of money.,factive,0,1,20.588123
13274,I doubt that Joseph bought an old fashioned. The old fashioned cost a lot of money.,factive,0,0,21.323042
13275,I know that Joseph bought an old fashioned. It cost a lot of money.,factive,1,1,14.798839
13275,I doubt that Joseph bought an old fashioned. It cost a lot of money.,factive,1,0,15.47853
13276,I know that Thomas bought an old fashioned. The old fashioned came in a green bottle.,factive,0,1,29.96352
13276,I doubt that Thomas bought an old fashioned. The old fashioned came in a green bottle.,factive,0,0,31.023445
13277,I know that Thomas bought an old fashioned. It came in a green bottle.,factive,1,1,23.184978
13277,I doubt that Thomas bought an old fashioned. It came in a green bottle.,factive,1,0,24.49263
13278,I know that Joseph bought an old fashioned. The old fashioned glowed in the dark.,factive,0,1,32.673664
13278,I doubt that Joseph bought an old fashioned. The old fashioned glowed in the dark.,factive,0,0,33.424034
13279,I know that Joseph bought an old fashioned. It glowed in the dark.,factive,1,1,21.031021
13279,I doubt that Joseph bought an old fashioned. It glowed in the dark.,factive,1,0,21.382502
13280,I know that Thomas made an old fashioned. The old fashioned was bitter.,factive,0,1,23.200922
13280,I doubt that Thomas made an old fashioned. The old fashioned was bitter.,factive,0,0,24.229618
13281,I know that Thomas made an old fashioned. It was bitter.,factive,1,1,16.897966
13281,I doubt that Thomas made an old fashioned. It was bitter.,factive,1,0,17.228304
13282,I know that Jennifer made an old fashioned. The old fashioned was warm.,factive,0,1,22.469694
13282,I doubt that Jennifer made an old fashioned. The old fashioned was warm.,factive,0,0,23.982212
13283,I know that Jennifer made an old fashioned. It was warm.,factive,1,1,14.602809
13283,I doubt that Jennifer made an old fashioned. It was warm.,factive,1,0,15.549168
13284,I know that Bob made an old fashioned. The old fashioned was cold.,factive,0,1,20.703249
13284,I doubt that Bob made an old fashioned. The old fashioned was cold.,factive,0,0,21.937893
13285,I know that Bob made an old fashioned. It was cold.,factive,1,1,13.913581
13285,I doubt that Bob made an old fashioned. It was cold.,factive,1,0,13.977469
13286,I know that Sarah made an old fashioned. The old fashioned was sweet.,factive,0,1,21.054632
13286,I doubt that Sarah made an old fashioned. The old fashioned was sweet.,factive,0,0,22.810423
13287,I know that Sarah made an old fashioned. It was sweet.,factive,1,1,12.854552
13287,I doubt that Sarah made an old fashioned. It was sweet.,factive,1,0,14.304358
13288,I know that Sarah made an old fashioned. The old fashioned was sour.,factive,0,1,24.238476
13288,I doubt that Sarah made an old fashioned. The old fashioned was sour.,factive,0,0,25.140701
13289,I know that Sarah made an old fashioned. It was sour.,factive,1,1,17.49457
13289,I doubt that Sarah made an old fashioned. It was sour.,factive,1,0,17.856997
13290,I know that John made an old fashioned. The old fashioned tasted strange.,factive,0,1,26.266857
13290,I doubt that John made an old fashioned. The old fashioned tasted strange.,factive,0,0,27.36906
13291,I know that John made an old fashioned. It tasted strange.,factive,1,1,19.175383
13291,I doubt that John made an old fashioned. It tasted strange.,factive,1,0,19.847305
13292,I know that Sarah made an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,39.71969
13292,I doubt that Sarah made an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,40.93976
13293,I know that Sarah made an old fashioned. It had to be served in a tall glass.,factive,1,1,32.862793
13293,I doubt that Sarah made an old fashioned. It had to be served in a tall glass.,factive,1,0,33.4931
13294,I know that Thomas made an old fashioned. The old fashioned cost a lot of money.,factive,0,1,22.754946
13294,I doubt that Thomas made an old fashioned. The old fashioned cost a lot of money.,factive,0,0,24.091295
13295,I know that Thomas made an old fashioned. It cost a lot of money.,factive,1,1,15.822168
13295,I doubt that Thomas made an old fashioned. It cost a lot of money.,factive,1,0,17.619064
13296,I know that David made an old fashioned. The old fashioned came in a green bottle.,factive,0,1,31.844046
13296,I doubt that David made an old fashioned. The old fashioned came in a green bottle.,factive,0,0,33.68681
13297,I know that David made an old fashioned. It came in a green bottle.,factive,1,1,24.097403
13297,I doubt that David made an old fashioned. It came in a green bottle.,factive,1,0,26.113287
13298,I know that Chris made an old fashioned. The old fashioned glowed in the dark.,factive,0,1,33.309
13298,I doubt that Chris made an old fashioned. The old fashioned glowed in the dark.,factive,0,0,34.474865
13299,I know that Chris made an old fashioned. It glowed in the dark.,factive,1,1,22.104563
13299,I doubt that Chris made an old fashioned. It glowed in the dark.,factive,1,0,21.899067
13300,I know that Jennifer had an old fashioned. The old fashioned was bitter.,factive,0,1,22.38948
13300,I doubt that Jennifer had an old fashioned. The old fashioned was bitter.,factive,0,0,23.578234
13301,I know that Jennifer had an old fashioned. It was bitter.,factive,1,1,16.446217
13301,I doubt that Jennifer had an old fashioned. It was bitter.,factive,1,0,16.874662
13302,I know that John had an old fashioned. The old fashioned was warm.,factive,0,1,20.158827
13302,I doubt that John had an old fashioned. The old fashioned was warm.,factive,0,0,22.09925
13303,I know that John had an old fashioned. It was warm.,factive,1,1,14.061962
13303,I doubt that John had an old fashioned. It was warm.,factive,1,0,15.187069
13304,I know that John had an old fashioned. The old fashioned was cold.,factive,0,1,18.881107
13304,I doubt that John had an old fashioned. The old fashioned was cold.,factive,0,0,20.478241
13305,I know that John had an old fashioned. It was cold.,factive,1,1,13.009773
13305,I doubt that John had an old fashioned. It was cold.,factive,1,0,13.32251
13306,I know that Elizabeth had an old fashioned. The old fashioned was sweet.,factive,0,1,19.862907
13306,I doubt that Elizabeth had an old fashioned. The old fashioned was sweet.,factive,0,0,21.527391
13307,I know that Elizabeth had an old fashioned. It was sweet.,factive,1,1,13.083156
13307,I doubt that Elizabeth had an old fashioned. It was sweet.,factive,1,0,14.797472
13308,I know that Thomas had an old fashioned. The old fashioned was sour.,factive,0,1,23.64006
13308,I doubt that Thomas had an old fashioned. The old fashioned was sour.,factive,0,0,24.400005
13309,I know that Thomas had an old fashioned. It was sour.,factive,1,1,18.218658
13309,I doubt that Thomas had an old fashioned. It was sour.,factive,1,0,18.948868
13310,I know that Joseph had an old fashioned. The old fashioned tasted strange.,factive,0,1,25.494694
13310,I doubt that Joseph had an old fashioned. The old fashioned tasted strange.,factive,0,0,26.3686
13311,I know that Joseph had an old fashioned. It tasted strange.,factive,1,1,19.160715
13311,I doubt that Joseph had an old fashioned. It tasted strange.,factive,1,0,20.751308
13312,I know that Nancy had an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,38.986694
13312,I doubt that Nancy had an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,40.176155
13313,I know that Nancy had an old fashioned. It had to be served in a tall glass.,factive,1,1,32.972378
13313,I doubt that Nancy had an old fashioned. It had to be served in a tall glass.,factive,1,0,34.34891
13314,I know that Elizabeth had an old fashioned. The old fashioned cost a lot of money.,factive,0,1,23.187971
13314,I doubt that Elizabeth had an old fashioned. The old fashioned cost a lot of money.,factive,0,0,24.473148
13315,I know that Elizabeth had an old fashioned. It cost a lot of money.,factive,1,1,16.399076
13315,I doubt that Elizabeth had an old fashioned. It cost a lot of money.,factive,1,0,18.587822
13316,I know that Bill had an old fashioned. The old fashioned came in a green bottle.,factive,0,1,30.866554
13316,I doubt that Bill had an old fashioned. The old fashioned came in a green bottle.,factive,0,0,32.7738
13317,I know that Bill had an old fashioned. It came in a green bottle.,factive,1,1,23.441694
13317,I doubt that Bill had an old fashioned. It came in a green bottle.,factive,1,0,25.910912
13318,I know that David had an old fashioned. The old fashioned glowed in the dark.,factive,0,1,32.670074
13318,I doubt that David had an old fashioned. The old fashioned glowed in the dark.,factive,0,0,33.60852
13319,I know that David had an old fashioned. It glowed in the dark.,factive,1,1,21.019339
13319,I doubt that David had an old fashioned. It glowed in the dark.,factive,1,0,21.236956
13320,I know that Barbara slurped an old fashioned. The old fashioned was bitter.,factive,0,1,21.821426
13320,I doubt that Barbara slurped an old fashioned. The old fashioned was bitter.,factive,0,0,22.736267
13321,I know that Barbara slurped an old fashioned. It was bitter.,factive,1,1,13.152977
13321,I doubt that Barbara slurped an old fashioned. It was bitter.,factive,1,0,14.002689
13322,I know that David slurped an old fashioned. The old fashioned was warm.,factive,0,1,22.89021
13322,I doubt that David slurped an old fashioned. The old fashioned was warm.,factive,0,0,23.50921
13323,I know that David slurped an old fashioned. It was warm.,factive,1,1,14.262059
13323,I doubt that David slurped an old fashioned. It was warm.,factive,1,0,14.518803
13324,I know that Mary slurped an old fashioned. The old fashioned was cold.,factive,0,1,20.702251
13324,I doubt that Mary slurped an old fashioned. The old fashioned was cold.,factive,0,0,21.77212
13325,I know that Mary slurped an old fashioned. It was cold.,factive,1,1,12.737625
13325,I doubt that Mary slurped an old fashioned. It was cold.,factive,1,0,13.082858
13326,I know that Sarah slurped an old fashioned. The old fashioned was sweet.,factive,0,1,20.921669
13326,I doubt that Sarah slurped an old fashioned. The old fashioned was sweet.,factive,0,0,21.790438
13327,I know that Sarah slurped an old fashioned. It was sweet.,factive,1,1,11.656139
13327,I doubt that Sarah slurped an old fashioned. It was sweet.,factive,1,0,12.239547
13328,I know that Joseph slurped an old fashioned. The old fashioned was sour.,factive,0,1,22.559343
13328,I doubt that Joseph slurped an old fashioned. The old fashioned was sour.,factive,0,0,23.317003
13329,I know that Joseph slurped an old fashioned. It was sour.,factive,1,1,15.076471
13329,I doubt that Joseph slurped an old fashioned. It was sour.,factive,1,0,15.964183
13330,I know that Elizabeth slurped an old fashioned. The old fashioned tasted strange.,factive,0,1,25.86862
13330,I doubt that Elizabeth slurped an old fashioned. The old fashioned tasted strange.,factive,0,0,26.372288
13331,I know that Elizabeth slurped an old fashioned. It tasted strange.,factive,1,1,16.72988
13331,I doubt that Elizabeth slurped an old fashioned. It tasted strange.,factive,1,0,17.451004
13332,I know that Barbara slurped an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,37.960655
13332,I doubt that Barbara slurped an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,38.465775
13333,I know that Barbara slurped an old fashioned. It had to be served in a tall glass.,factive,1,1,30.355553
13333,I doubt that Barbara slurped an old fashioned. It had to be served in a tall glass.,factive,1,0,30.790007
13334,I know that Michael slurped an old fashioned. The old fashioned cost a lot of money.,factive,0,1,24.394619
13334,I doubt that Michael slurped an old fashioned. The old fashioned cost a lot of money.,factive,0,0,25.244455
13335,I know that Michael slurped an old fashioned. It cost a lot of money.,factive,1,1,17.093435
13335,I doubt that Michael slurped an old fashioned. It cost a lot of money.,factive,1,0,17.945559
13336,I know that Thomas slurped an old fashioned. The old fashioned came in a green bottle.,factive,0,1,32.220142
13336,I doubt that Thomas slurped an old fashioned. The old fashioned came in a green bottle.,factive,0,0,32.94426
13337,I know that Thomas slurped an old fashioned. It came in a green bottle.,factive,1,1,24.51269
13337,I doubt that Thomas slurped an old fashioned. It came in a green bottle.,factive,1,0,25.177935
13338,I know that Bill slurped an old fashioned. The old fashioned glowed in the dark.,factive,0,1,34.91248
13338,I doubt that Bill slurped an old fashioned. The old fashioned glowed in the dark.,factive,0,0,34.86175
13339,I know that Bill slurped an old fashioned. It glowed in the dark.,factive,1,1,21.943611
13339,I doubt that Bill slurped an old fashioned. It glowed in the dark.,factive,1,0,21.201235
13340,I know that Chris downed an old fashioned. The old fashioned was bitter.,factive,0,1,22.553654
13340,I doubt that Chris downed an old fashioned. The old fashioned was bitter.,factive,0,0,24.142036
13341,I know that Chris downed an old fashioned. It was bitter.,factive,1,1,14.768868
13341,I doubt that Chris downed an old fashioned. It was bitter.,factive,1,0,15.793824
13342,I know that Susan downed an old fashioned. The old fashioned was warm.,factive,0,1,21.702272
13342,I doubt that Susan downed an old fashioned. The old fashioned was warm.,factive,0,0,23.08671
13343,I know that Susan downed an old fashioned. It was warm.,factive,1,1,13.877211
13343,I doubt that Susan downed an old fashioned. It was warm.,factive,1,0,14.705143
13344,I know that Nancy downed an old fashioned. The old fashioned was cold.,factive,0,1,19.995964
13344,I doubt that Nancy downed an old fashioned. The old fashioned was cold.,factive,0,0,21.364311
13345,I know that Nancy downed an old fashioned. It was cold.,factive,1,1,12.239628
13345,I doubt that Nancy downed an old fashioned. It was cold.,factive,1,0,12.801956
13346,I know that Nancy downed an old fashioned. The old fashioned was sweet.,factive,0,1,19.617355
13346,I doubt that Nancy downed an old fashioned. The old fashioned was sweet.,factive,0,0,20.904997
13347,I know that Nancy downed an old fashioned. It was sweet.,factive,1,1,11.004408
13347,I doubt that Nancy downed an old fashioned. It was sweet.,factive,1,0,12.240685
13348,I know that Jennifer downed an old fashioned. The old fashioned was sour.,factive,0,1,22.931383
13348,I doubt that Jennifer downed an old fashioned. The old fashioned was sour.,factive,0,0,23.968895
13349,I know that Jennifer downed an old fashioned. It was sour.,factive,1,1,14.943518
13349,I doubt that Jennifer downed an old fashioned. It was sour.,factive,1,0,15.996437
13350,I know that James downed an old fashioned. The old fashioned tasted strange.,factive,0,1,24.537224
13350,I doubt that James downed an old fashioned. The old fashioned tasted strange.,factive,0,0,25.644213
13351,I know that James downed an old fashioned. It tasted strange.,factive,1,1,16.932323
13351,I doubt that James downed an old fashioned. It tasted strange.,factive,1,0,18.537273
13352,I know that Chris downed an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,39.09733
13352,I doubt that Chris downed an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,39.927017
13353,I know that Chris downed an old fashioned. It had to be served in a tall glass.,factive,1,1,32.864716
13353,I doubt that Chris downed an old fashioned. It had to be served in a tall glass.,factive,1,0,33.391335
13354,I know that James downed an old fashioned. The old fashioned cost a lot of money.,factive,0,1,22.578844
13354,I doubt that James downed an old fashioned. The old fashioned cost a lot of money.,factive,0,0,23.806774
13355,I know that James downed an old fashioned. It cost a lot of money.,factive,1,1,16.478752
13355,I doubt that James downed an old fashioned. It cost a lot of money.,factive,1,0,17.94178
13356,I know that Chris downed an old fashioned. The old fashioned came in a green bottle.,factive,0,1,30.55582
13356,I doubt that Chris downed an old fashioned. The old fashioned came in a green bottle.,factive,0,0,31.928673
13357,I know that Chris downed an old fashioned. It came in a green bottle.,factive,1,1,23.347229
13357,I doubt that Chris downed an old fashioned. It came in a green bottle.,factive,1,0,24.661222
13358,I know that Jessica downed an old fashioned. The old fashioned glowed in the dark.,factive,0,1,32.40881
13358,I doubt that Jessica downed an old fashioned. The old fashioned glowed in the dark.,factive,0,0,32.80234
13359,I know that Jessica downed an old fashioned. It glowed in the dark.,factive,1,1,20.978504
13359,I doubt that Jessica downed an old fashioned. It glowed in the dark.,factive,1,0,20.759487
13360,I know that Sarah poured an old fashioned. The old fashioned was bitter.,factive,0,1,21.435328
13360,I doubt that Sarah poured an old fashioned. The old fashioned was bitter.,factive,0,0,22.270988
13361,I know that Sarah poured an old fashioned. It was bitter.,factive,1,1,14.7491665
13361,I doubt that Sarah poured an old fashioned. It was bitter.,factive,1,0,14.69117
13362,I know that Bill poured an old fashioned. The old fashioned was warm.,factive,0,1,21.35586
13362,I doubt that Bill poured an old fashioned. The old fashioned was warm.,factive,0,0,22.516861
13363,I know that Bill poured an old fashioned. It was warm.,factive,1,1,13.594006
13363,I doubt that Bill poured an old fashioned. It was warm.,factive,1,0,14.131079
13364,I know that Bill poured an old fashioned. The old fashioned was cold.,factive,0,1,19.83605
13364,I doubt that Bill poured an old fashioned. The old fashioned was cold.,factive,0,0,20.892534
13365,I know that Bill poured an old fashioned. It was cold.,factive,1,1,12.528123
13365,I doubt that Bill poured an old fashioned. It was cold.,factive,1,0,12.484949
13366,I know that Chris poured an old fashioned. The old fashioned was sweet.,factive,0,1,20.342972
13366,I doubt that Chris poured an old fashioned. The old fashioned was sweet.,factive,0,0,21.665693
13367,I know that Chris poured an old fashioned. It was sweet.,factive,1,1,12.259018
13367,I doubt that Chris poured an old fashioned. It was sweet.,factive,1,0,13.0659
13368,I know that Joseph poured an old fashioned. The old fashioned was sour.,factive,0,1,21.881687
13368,I doubt that Joseph poured an old fashioned. The old fashioned was sour.,factive,0,0,22.429886
13369,I know that Joseph poured an old fashioned. It was sour.,factive,1,1,16.566666
13369,I doubt that Joseph poured an old fashioned. It was sour.,factive,1,0,16.290585
13370,I know that Jennifer poured an old fashioned. The old fashioned tasted strange.,factive,0,1,25.242914
13370,I doubt that Jennifer poured an old fashioned. The old fashioned tasted strange.,factive,0,0,25.562885
13371,I know that Jennifer poured an old fashioned. It tasted strange.,factive,1,1,17.404804
13371,I doubt that Jennifer poured an old fashioned. It tasted strange.,factive,1,0,16.993809
13372,I know that Barbara poured an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,37.800205
13372,I doubt that Barbara poured an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,38.427933
13373,I know that Barbara poured an old fashioned. It had to be served in a tall glass.,factive,1,1,31.236212
13373,I doubt that Barbara poured an old fashioned. It had to be served in a tall glass.,factive,1,0,31.588406
13374,I know that Thomas poured an old fashioned. The old fashioned cost a lot of money.,factive,0,1,22.253456
13374,I doubt that Thomas poured an old fashioned. The old fashioned cost a lot of money.,factive,0,0,23.145626
13375,I know that Thomas poured an old fashioned. It cost a lot of money.,factive,1,1,15.928204
13375,I doubt that Thomas poured an old fashioned. It cost a lot of money.,factive,1,0,16.766014
13376,I know that Thomas poured an old fashioned. The old fashioned came in a green bottle.,factive,0,1,29.61953
13376,I doubt that Thomas poured an old fashioned. The old fashioned came in a green bottle.,factive,0,0,30.947033
13377,I know that Thomas poured an old fashioned. It came in a green bottle.,factive,1,1,22.548466
13377,I doubt that Thomas poured an old fashioned. It came in a green bottle.,factive,1,0,23.710253
13378,I know that Mary poured an old fashioned. The old fashioned glowed in the dark.,factive,0,1,31.989151
13378,I doubt that Mary poured an old fashioned. The old fashioned glowed in the dark.,factive,0,0,32.493134
13379,I know that Mary poured an old fashioned. It glowed in the dark.,factive,1,1,21.078707
13379,I doubt that Mary poured an old fashioned. It glowed in the dark.,factive,1,0,20.802996
13380,I know that Joseph ordered an old fashioned. The old fashioned was bitter.,factive,0,1,20.956686
13380,I doubt that Joseph ordered an old fashioned. The old fashioned was bitter.,factive,0,0,22.503056
13381,I know that Joseph ordered an old fashioned. It was bitter.,factive,1,1,16.810242
13381,I doubt that Joseph ordered an old fashioned. It was bitter.,factive,1,0,17.78487
13382,I know that Jessica ordered an old fashioned. The old fashioned was warm.,factive,0,1,19.88647
13382,I doubt that Jessica ordered an old fashioned. The old fashioned was warm.,factive,0,0,21.667904
13383,I know that Jessica ordered an old fashioned. It was warm.,factive,1,1,13.360622
13383,I doubt that Jessica ordered an old fashioned. It was warm.,factive,1,0,14.637428
13384,I know that Mary ordered an old fashioned. The old fashioned was cold.,factive,0,1,18.448387
13384,I doubt that Mary ordered an old fashioned. The old fashioned was cold.,factive,0,0,20.007933
13385,I know that Mary ordered an old fashioned. It was cold.,factive,1,1,13.019819
13385,I doubt that Mary ordered an old fashioned. It was cold.,factive,1,0,13.737873
13386,I know that Jennifer ordered an old fashioned. The old fashioned was sweet.,factive,0,1,18.509167
13386,I doubt that Jennifer ordered an old fashioned. The old fashioned was sweet.,factive,0,0,20.024729
13387,I know that Jennifer ordered an old fashioned. It was sweet.,factive,1,1,11.390325
13387,I doubt that Jennifer ordered an old fashioned. It was sweet.,factive,1,0,12.722159
13388,I know that Jennifer ordered an old fashioned. The old fashioned was sour.,factive,0,1,22.462784
13388,I doubt that Jennifer ordered an old fashioned. The old fashioned was sour.,factive,0,0,23.301285
13389,I know that Jennifer ordered an old fashioned. It was sour.,factive,1,1,16.12775
13389,I doubt that Jennifer ordered an old fashioned. It was sour.,factive,1,0,16.581491
13390,I know that Bill ordered an old fashioned. The old fashioned tasted strange.,factive,0,1,24.922081
13390,I doubt that Bill ordered an old fashioned. The old fashioned tasted strange.,factive,0,0,26.554615
13391,I know that Bill ordered an old fashioned. It tasted strange.,factive,1,1,18.41342
13391,I doubt that Bill ordered an old fashioned. It tasted strange.,factive,1,0,20.061272
13392,I know that James ordered an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,1,37.020515
13392,I doubt that James ordered an old fashioned. The old fashioned had to be served in a tall glass.,factive,0,0,38.31308
13393,I know that James ordered an old fashioned. It had to be served in a tall glass.,factive,1,1,31.727764
13393,I doubt that James ordered an old fashioned. It had to be served in a tall glass.,factive,1,0,32.835308
13394,I know that Joseph ordered an old fashioned. The old fashioned cost a lot of money.,factive,0,1,20.791779
13394,I doubt that Joseph ordered an old fashioned. The old fashioned cost a lot of money.,factive,0,0,22.482399
13395,I know that Joseph ordered an old fashioned. It cost a lot of money.,factive,1,1,15.63828
13395,I doubt that Joseph ordered an old fashioned. It cost a lot of money.,factive,1,0,17.783155
13396,I know that Bill ordered an old fashioned. The old fashioned came in a green bottle.,factive,0,1,29.494205
13396,I doubt that Bill ordered an old fashioned. The old fashioned came in a green bottle.,factive,0,0,31.628935
13397,I know that Bill ordered an old fashioned. It came in a green bottle.,factive,1,1,23.25479
13397,I doubt that Bill ordered an old fashioned. It came in a green bottle.,factive,1,0,25.52603
13398,I know that Mary ordered an old fashioned. The old fashioned glowed in the dark.,factive,0,1,31.856144
13398,I doubt that Mary ordered an old fashioned. The old fashioned glowed in the dark.,factive,0,0,32.958252
13399,I know that Mary ordered an old fashioned. It glowed in the dark.,factive,1,1,21.440147
13399,I doubt that Mary ordered an old fashioned. It glowed in the dark.,factive,1,0,21.886177
13400,I know that Jennifer drunk a gimlet. The gimlet was bitter.,factive,0,1,21.164795
13400,I doubt that Jennifer drunk a gimlet. The gimlet was bitter.,factive,0,0,21.83046
13401,I know that Jennifer drunk a gimlet. It was bitter.,factive,1,1,14.534913
13401,I doubt that Jennifer drunk a gimlet. It was bitter.,factive,1,0,15.114132
13402,I know that Susan drunk a gimlet. The gimlet was warm.,factive,0,1,20.04034
13402,I doubt that Susan drunk a gimlet. The gimlet was warm.,factive,0,0,20.557518
13403,I know that Susan drunk a gimlet. It was warm.,factive,1,1,14.533321
13403,I doubt that Susan drunk a gimlet. It was warm.,factive,1,0,14.809156
13404,I know that Elizabeth drunk a gimlet. The gimlet was cold.,factive,0,1,17.85722
13404,I doubt that Elizabeth drunk a gimlet. The gimlet was cold.,factive,0,0,18.464445
13405,I know that Elizabeth drunk a gimlet. It was cold.,factive,1,1,12.309035
13405,I doubt that Elizabeth drunk a gimlet. It was cold.,factive,1,0,12.517132
13406,I know that Joseph drunk a gimlet. The gimlet was sweet.,factive,0,1,17.681177
13406,I doubt that Joseph drunk a gimlet. The gimlet was sweet.,factive,0,0,19.22217
13407,I know that Joseph drunk a gimlet. It was sweet.,factive,1,1,12.25312
13407,I doubt that Joseph drunk a gimlet. It was sweet.,factive,1,0,13.785664
13408,I know that Mary drunk a gimlet. The gimlet was sour.,factive,0,1,19.635328
13408,I doubt that Mary drunk a gimlet. The gimlet was sour.,factive,0,0,20.25747
13409,I know that Mary drunk a gimlet. It was sour.,factive,1,1,14.392948
13409,I doubt that Mary drunk a gimlet. It was sour.,factive,1,0,14.874825
13410,I know that Karen drunk a gimlet. The gimlet tasted strange.,factive,0,1,21.446993
